id_vendedor,nombre_vendedor,experiencia,sucursal,ventas_realizadas,ingresos_generados,ticket_promedio,comision_total,clientes_atendidos
88,veronica sanchez,10,sucursal sur,3,199282.0,99641.0,6507.58,3
621,claudia garcia,24,sucursal norte,2,199121.0,99560.5,2673.1800000000003,2
290,daniela cifuentes,5,sucursal occidente,2,199099.0,99549.5,2615.0,2
27,patricia gonzalez,0,sucursal principal,2,198767.0,99383.5,4738.969999999999,2
39,camilo herrera,0,sucursal norte,2,198008.0,99004.0,4622.93,2
400,daniela lopez,22,sucursal aeropuerto,2,190786.0,95393.0,2729.94,2
480,natalia vargas,7,sucursal norte,2,188413.0,94206.5,4758.07,2
346,felipe lopez,16,sucursal oriente,2,188239.0,94119.5,4462.030000000001,2
457,felipe martinez,0,sucursal norte,2,183402.0,91701.0,4665.59,2
469,andres espania,5,sucursal autopista,2,183008.0,91504.0,4100.27,2
29,angela fernandez,6,sucursal occidente,3,182961.0,60987.0,7250.83,3
201,angela castanio,7,sucursal sur,2,180204.0,90102.0,3580.03,2
86,angela cruz,12,sucursal principal,2,178202.0,89101.0,3747.35,2
11,veronica niniez,22,sucursal calle 80,2,173751.0,86875.5,1481.02,2
157,claudia sanchez,14,sucursal el poblado,2,171529.0,85764.5,2876.03,2
357,camilo perez,6,sucursal industrial,2,168457.0,84228.5,3320.29,2
275,daniela alvarez,0,sucursal occidente,2,167575.0,83787.5,2242.14,2
4,valentina moreno,8,sucursal industrial,2,166876.0,83438.0,3150.29,2
319,alvaro munoz,9,sucursal oriente,2,166100.0,83050.0,3234.66,2
164,natalia perez,10,sucursal centro,2,165770.0,82885.0,2290.22,2
66,andres munioz,13,sucursal carrera 7,1,164025.0,164025.0,3636.96,1
442,paola rodriguez,15,sucursal principal,2,163832.0,81916.0,4501.1,2
51,mauricio munioz,0,sucursal carrera 7,2,162489.0,81244.5,5026.64,2
169,jesus herrera,24,sucursal oriente,1,161622.0,161622.0,2700.11,1
522,ricardo rios,24,sucursal industrial,3,161407.0,80703.5,5968.360000000001,3
4,valentina moreno,8,sucursal centro,1,161038.0,161038.0,1649.97,1
185,carolina rios,19,sucursal el poblado,2,159279.0,79639.5,4707.33,2
309,angela sanchez,1,sucursal calle 80,1,159098.0,159098.0,4291.6,1
41,angela cifuentes,6,sucursal calle 80,2,158671.0,79335.5,2862.08,2
292,julian martinez,13,sucursal oriente,1,158367.0,158367.0,3184.82,1
85,raul castano,6,sucursal carrera 7,1,158261.0,158261.0,3385.03,1
507,veronica ramirez,15,sucursal occidente,1,157881.0,157881.0,2253.37,1
145,valentina herrera,12,sucursal aeropuerto,1,157176.0,157176.0,2421.02,1
101,maria fernandez,5,sucursal oriente,2,157137.0,78568.5,3437.7200000000003,2
329,claudia gutierrez,7,sucursal autopista,1,157073.0,157073.0,,1
324,benjamin ospina,0,sucursal industrial,2,157011.0,78505.5,2401.21,2
189,sofia rodriguez,3,sucursal calle 80,1,156162.0,156162.0,4364.26,1
1,raul martinez,16,sucursal occidente,1,155524.0,155524.0,,1
471,laura vargas,17,sucursal occidente,1,154962.0,154962.0,1705.27,1
238,paola sanchez,9,sucursal industrial,1,154943.0,154943.0,1897.8,1
195,maria dominguez,7,sucursal principal,1,154732.0,154732.0,5122.66,1
531,sofia alvarez,1,sucursal carrera 7,1,154224.0,154224.0,4855.67,1
239,diego espana,4,sucursal industrial,1,154112.0,154112.0,,1
290,daniela cifuentes,5,sucursal norte,1,153932.0,153932.0,5229.44,1
675,mauricio herrera,6,sucursal carrera 7,1,153585.0,153585.0,3546.31,1
245,camilo rios,18,sucursal calle 80,2,153543.0,76771.5,2408.29,2
315,benjamin cruz,12,sucursal aeropuerto,1,153037.0,153037.0,1251.39,1
450,mauricio cardenas,17,sucursal centro,1,152765.0,152765.0,3080.78,1
292,julian martinez,13,sucursal aeropuerto,1,152457.0,152457.0,,1
726,carolina castano,4,sucursal carrera 7,1,152358.0,152358.0,1349.61,1
378,maria sanchez,19,sucursal norte,1,152328.0,152328.0,,1
420,hernan niniez,15,sucursal norte,1,152097.0,152097.0,1400.53,1
194,laura alvarez,18,sucursal norte,1,151795.0,151795.0,4837.95,1
619,laura rios,2,sucursal occidente,1,151682.0,151682.0,1736.65,1
95,daniela pena,11,sucursal el poblado,1,151021.0,151021.0,5133.8,1
640,patricia espania,6,sucursal autopista,1,150825.0,150825.0,3994.05,1
332,raul cifuentes,10,sucursal autopista,1,150650.0,150650.0,4477.84,1
82,felipe vargas,11,sucursal autopista,2,150593.0,75296.5,1963.22,2
213,diego moreno,16,sucursal norte,2,150400.0,75200.0,4219.26,2
606,andres munoz,4,sucursal autopista,1,149962.0,149962.0,3957.24,1
600,julian munioz,5,sucursal carrera 7,1,149932.0,149932.0,1870.68,1
603,patricia moreno,5,sucursal carrera 7,1,149858.0,149858.0,,1
358,benjamin munoz,7,sucursal principal,1,149590.0,149590.0,3670.76,1
14,julian garcia,9,sucursal norte,1,149562.0,149562.0,4837.3,1
37,jesus perez,11,sucursal calle 80,1,149095.0,149095.0,4820.25,1
483,raul rios,22,sucursal sur,1,149057.0,149057.0,1704.66,1
314,monica cruz,0,sucursal autopista,1,149023.0,149023.0,4062.5,1
379,natalia castano,13,sucursal centro,1,148807.0,148807.0,,1
659,mauricio rodriguez,12,sucursal el poblado,1,148791.0,148791.0,,1
20,paola alvarez,0,sucursal autopista,1,148652.0,148652.0,1554.89,1
187,hernan alvarez,16,sucursal carrera 7,1,148621.0,148621.0,5147.41,1
203,carolina rodriguez,17,sucursal autopista,1,148594.0,148594.0,2049.53,1
212,maria herrera,8,sucursal norte,1,148520.0,148520.0,3873.13,1
118,laura munioz,9,sucursal norte,1,148307.0,148307.0,3041.2,1
554,hernan cifuentes,0,sucursal aeropuerto,2,147483.0,73741.5,2795.53,2
394,diego vargas,3,sucursal el poblado,1,147408.0,147408.0,4915.6,1
65,sebastian vargas,0,sucursal centro,1,147394.0,147394.0,2656.09,1
607,julian niniez,1,sucursal occidente,1,147391.0,147391.0,2856.96,1
524,sofia ospina,11,sucursal el poblado,1,147366.0,147366.0,4372.16,1
604,daniela castanio,24,sucursal centro,1,147130.0,147130.0,2294.43,1
715,diego ramirez,14,sucursal aeropuerto,1,147123.0,147123.0,1826.3,1
155,paola gutierrez,16,sucursal oriente,1,146891.0,146891.0,4582.41,1
674,benjamin ramirez,4,sucursal centro,1,146742.0,146742.0,1530.81,1
112,mauricio niniez,21,sucursal centro,1,146528.0,146528.0,2628.53,1
608,hernan perez,1,sucursal centro,1,146475.0,146475.0,1651.65,1
248,natalia munoz,4,sucursal oriente,1,145806.0,145806.0,1960.91,1
681,daniela ramirez,19,sucursal principal,1,145765.0,145765.0,3310.9,1
606,andres munoz,4,sucursal oriente,1,145615.0,145615.0,2723.05,1
500,veronica castano,23,sucursal calle 80,2,145066.0,72533.0,2157.55,2
521,angela ospina,11,sucursal autopista,1,144864.0,144864.0,3931.91,1
227,jose herrera,20,sucursal sur,1,144815.0,144815.0,3785.53,1
23,raul herrera,23,sucursal aeropuerto,1,144652.0,144652.0,1210.55,1
77,jesus cifuentes,6,sucursal aeropuerto,1,144328.0,144328.0,3709.24,1
629,hernan moreno,8,sucursal industrial,1,144096.0,144096.0,3921.42,1
106,monica perez,0,sucursal industrial,1,143382.0,143382.0,3648.53,1
485,jesus gonzalez,15,sucursal calle 80,1,143323.0,143323.0,3792.6,1
347,paola castano,0,sucursal oriente,1,143143.0,143143.0,3878.06,1
614,raul toro,17,sucursal occidente,1,143107.0,143107.0,,1
73,daniela penia,19,sucursal principal,1,143037.0,143037.0,3481.24,1
542,alejandro penia,18,sucursal oriente,1,143002.0,143002.0,1699.99,1
447,jesus garcia,8,sucursal norte,1,142970.0,142970.0,2335.63,1
398,jose ramirez,6,sucursal carrera 7,1,142944.0,142944.0,,1
520,sebastian castano,0,sucursal sur,1,142753.0,142753.0,1914.16,1
567,julian rodriguez,14,sucursal principal,1,142728.0,142728.0,2081.08,1
423,benjamin rodriguez,4,sucursal calle 80,1,142721.0,142721.0,4538.02,1
643,julian lopez,6,sucursal oriente,1,142443.0,142443.0,2791.82,1
358,benjamin munoz,7,sucursal el poblado,1,142442.0,142442.0,4865.94,1
196,alvaro cruz,24,sucursal principal,1,142413.0,142413.0,4717.46,1
239,diego espana,4,sucursal autopista,1,142318.0,142318.0,3673.36,1
455,claudia alvarez,0,sucursal oriente,2,142170.0,71085.0,1273.1,2
234,ricardo fernandez,14,sucursal norte,1,142027.0,142027.0,3023.21,1
276,valentina cifuentes,24,sucursal carrera 7,1,141966.0,141966.0,1815.34,1
622,julian vargas,11,sucursal el poblado,1,141648.0,141648.0,,1
675,mauricio herrera,6,sucursal occidente,1,141469.0,141469.0,4605.06,1
59,alvaro gutierrez,12,sucursal industrial,1,141125.0,141125.0,2251.19,1
531,sofia alvarez,1,sucursal oriente,1,140759.0,140759.0,4785.4,1
361,maria martinez,19,sucursal norte,1,140480.0,140480.0,1454.29,1
674,benjamin ramirez,4,sucursal carrera 7,1,140079.0,140079.0,4614.75,1
639,angela munioz,0,sucursal centro,1,140078.0,140078.0,3206.11,1
31,diego penia,2,sucursal sur,2,140005.0,70002.5,1622.11,2
512,maria pena,3,sucursal norte,1,139948.0,139948.0,1676.58,1
111,jesus sanchez,11,sucursal norte,1,139681.0,139681.0,1341.56,1
286,carolina alvarez,5,sucursal industrial,2,139590.0,69795.0,2947.89,2
7,sebastian penia,7,sucursal sur,1,139414.0,139414.0,3448.78,1
242,laura cifuentes,9,sucursal sur,2,139098.0,69549.0,1803.3899999999999,2
302,mauricio castanio,9,sucursal calle 80,1,139079.0,139079.0,1776.63,1
135,benjamin cifuentes,10,sucursal autopista,1,139007.0,139007.0,2835.49,1
703,felipe penia,11,sucursal norte,1,138816.0,138816.0,1524.18,1
600,julian munioz,5,sucursal autopista,1,138751.0,138751.0,3472.92,1
257,alvaro rodriguez,7,sucursal norte,1,138615.0,138615.0,1631.64,1
85,raul castano,6,sucursal occidente,1,138587.0,138587.0,1593.37,1
367,angela vargas,18,sucursal industrial,1,138424.0,138424.0,4397.73,1
692,sebastian rodriguez,25,sucursal norte,1,138413.0,138413.0,2311.28,1
112,mauricio niniez,21,sucursal carrera 7,1,138159.0,138159.0,4326.61,1
102,angela rios,17,sucursal occidente,1,138157.0,138157.0,3881.04,1
634,diego fernandez,11,sucursal industrial,2,138048.0,69024.0,3310.25,2
743,paola moreno,18,sucursal oriente,1,138039.0,138039.0,1379.58,1
641,sebastian lopez,2,sucursal autopista,1,137999.0,137999.0,2473.54,1
170,valentina vargas,21,sucursal autopista,1,137800.0,137800.0,1569.71,1
151,jesus ramirez,19,sucursal occidente,1,137681.0,137681.0,,1
1,raul martinez,16,sucursal industrial,1,137552.0,137552.0,1111.34,1
481,angela pena,20,sucursal el poblado,1,137086.0,137086.0,1336.28,1
75,carolina fernandez,9,sucursal el poblado,1,137062.0,137062.0,3474.54,1
340,ricardo moreno,2,sucursal industrial,1,136844.0,136844.0,1410.15,1
312,hernan gonzalez,5,sucursal carrera 7,2,136827.0,68413.5,4059.11,2
88,veronica sanchez,10,sucursal calle 80,1,136632.0,136632.0,3812.25,1
484,jesus gutierrez,15,sucursal centro,1,136609.0,136609.0,1464.75,1
366,felipe ramirez,9,sucursal calle 80,1,136235.0,136235.0,3150.73,1
132,maria ramirez,7,sucursal industrial,1,136100.0,136100.0,3823.89,1
328,alejandro munoz,1,sucursal autopista,1,136066.0,136066.0,,1
67,julian perez,6,sucursal autopista,1,136026.0,136026.0,,1
194,laura alvarez,18,sucursal sur,1,135991.0,135991.0,,1
134,sebastian dominguez,3,sucursal aeropuerto,1,135802.0,135802.0,2201.51,1
45,felipe gutierrez,3,sucursal principal,2,135592.0,67796.0,2362.37,2
203,carolina rodriguez,17,sucursal aeropuerto,2,135494.0,67747.0,247.83,2
227,jose herrera,20,sucursal norte,1,135346.0,135346.0,2159.47,1
374,felipe cardenas,18,sucursal carrera 7,1,135294.0,135294.0,1564.51,1
524,sofia ospina,11,sucursal principal,1,135283.0,135283.0,1567.39,1
117,julian gutierrez,5,sucursal sur,1,134952.0,134952.0,1888.96,1
683,monica moreno,12,sucursal principal,1,134948.0,134948.0,1309.52,1
715,diego ramirez,14,sucursal oriente,1,134788.0,134788.0,3056.65,1
40,felipe dominguez,13,sucursal occidente,2,134782.0,67391.0,3071.63,2
562,alejandro cruz,0,sucursal oriente,1,134725.0,134725.0,3466.34,1
357,camilo perez,6,sucursal oriente,1,134668.0,134668.0,3838.25,1
292,julian martinez,13,sucursal norte,1,134319.0,134319.0,,1
704,hernan castanio,2,sucursal principal,1,134229.0,134229.0,1363.51,1
657,daniela munioz,0,sucursal autopista,2,134179.0,67089.5,2260.88,2
104,maria gonzalez,0,sucursal principal,1,134065.0,134065.0,2914.5,1
549,sebastian toro,6,sucursal centro,2,133760.0,66880.0,2471.89,2
688,alvaro sanchez,0,sucursal carrera 7,1,133655.0,133655.0,2454.6,1
298,mauricio sanchez,22,sucursal autopista,2,133472.0,66736.0,3727.08,2
354,jose espania,10,sucursal oriente,1,133274.0,133274.0,2341.61,1
231,jose gutierrez,14,sucursal occidente,1,133225.0,133225.0,1750.81,1
332,raul cifuentes,10,sucursal centro,1,133144.0,133144.0,1887.32,1
1,raul martinez,16,sucursal norte,2,133067.0,66533.5,1528.6599999999999,2
624,alejandro gutierrez,25,sucursal occidente,2,132989.0,66494.5,3393.77,2
440,veronica martinez,12,sucursal principal,1,132939.0,132939.0,2433.46,1
123,alvaro dominguez,9,sucursal calle 80,1,132884.0,132884.0,,1
705,alejandro herrera,14,sucursal norte,1,132861.0,132861.0,1653.65,1
490,diego ospina,23,sucursal oriente,1,132763.0,132763.0,3163.06,1
483,raul rios,22,sucursal autopista,1,132650.0,132650.0,3396.66,1
507,veronica ramirez,15,sucursal principal,1,132636.0,132636.0,1998.54,1
5,angela perez,16,sucursal oriente,1,132528.0,132528.0,,1
559,paola herrera,12,sucursal industrial,1,132397.0,132397.0,2786.07,1
275,daniela alvarez,0,sucursal norte,1,132385.0,132385.0,1852.98,1
553,claudia fernandez,7,sucursal centro,1,132290.0,132290.0,2729.25,1
6,carolina ninez,3,sucursal occidente,1,132217.0,132217.0,3471.88,1
74,claudia cardenas,22,sucursal occidente,1,132021.0,132021.0,3553.57,1
54,ricardo lopez,24,sucursal oriente,1,131928.0,131928.0,3910.04,1
132,maria ramirez,7,sucursal el poblado,1,131461.0,131461.0,,1
212,maria herrera,8,sucursal principal,1,131345.0,131345.0,4023.98,1
105,andres cruz,21,sucursal centro,1,131337.0,131337.0,1945.04,1
278,paola munoz,23,sucursal industrial,1,131045.0,131045.0,3008.4,1
76,daniela herrera,22,sucursal industrial,1,131031.0,131031.0,3486.5,1
167,ricardo gutierrez,20,sucursal aeropuerto,1,131006.0,131006.0,1895.53,1
356,claudia vargas,14,sucursal centro,2,131003.0,65501.5,1738.42,2
741,monica pena,8,sucursal oriente,1,130676.0,130676.0,4046.1,1
655,monica rios,4,sucursal norte,1,130644.0,130644.0,,1
65,sebastian vargas,0,sucursal occidente,3,130525.0,43508.333333333336,3834.82,3
221,sofia cruz,2,sucursal sur,1,130318.0,130318.0,2245.4,1
209,natalia ninez,20,sucursal centro,1,130142.0,130142.0,1270.66,1
333,jose perez,23,sucursal aeropuerto,1,130074.0,130074.0,4072.83,1
375,sebastian ospina,18,sucursal sur,1,129729.0,129729.0,1338.54,1
67,julian perez,6,sucursal aeropuerto,1,129628.0,129628.0,,1
497,andres martinez,14,sucursal centro,1,129617.0,129617.0,4140.89,1
376,angela herrera,24,sucursal industrial,1,129609.0,129609.0,2232.79,1
57,maria rodriguez,8,sucursal centro,2,129515.0,64757.5,4117.16,2
151,jesus ramirez,19,sucursal carrera 7,2,129290.0,64645.0,4532.41,2
110,veronica gutierrez,20,sucursal el poblado,1,129171.0,129171.0,1237.37,1
429,carolina dominguez,5,sucursal carrera 7,1,129145.0,129145.0,4142.42,1
465,laura gutierrez,10,sucursal centro,1,129010.0,129010.0,2145.91,1
222,monica munoz,2,sucursal centro,1,128981.0,128981.0,4488.84,1
711,carolina toro,11,sucursal occidente,1,128848.0,128848.0,2836.46,1
265,jose moreno,3,sucursal calle 80,1,128628.0,128628.0,4464.23,1
651,laura garcia,0,sucursal occidente,1,128612.0,128612.0,1098.59,1
719,diego herrera,2,sucursal norte,1,128596.0,128596.0,3029.65,1
211,daniela cruz,2,sucursal centro,1,128586.0,128586.0,2784.34,1
363,alejandro garcia,9,sucursal calle 80,1,128563.0,128563.0,4166.48,1
605,hernan munoz,25,sucursal centro,1,128486.0,128486.0,3541.79,1
736,felipe alvarez,19,sucursal aeropuerto,1,128428.0,128428.0,3317.68,1
200,valentina rios,5,sucursal el poblado,1,128202.0,128202.0,2903.68,1
26,veronica moreno,7,sucursal principal,1,128158.0,128158.0,3014.09,1
592,daniela martinez,3,sucursal calle 80,1,127950.0,127950.0,2567.57,1
150,patricia cardenas,17,sucursal centro,1,127948.0,127948.0,1808.58,1
283,natalia ramirez,6,sucursal occidente,2,127858.0,63929.0,5204.71,2
449,sebastian cifuentes,11,sucursal occidente,1,127827.0,127827.0,2640.07,1
263,ricardo castano,23,sucursal aeropuerto,1,127672.0,127672.0,3877.16,1
462,angela espana,7,sucursal calle 80,1,127477.0,127477.0,3371.83,1
109,sofia moreno,3,sucursal norte,2,127379.0,63689.5,4857.3,2
713,laura castano,4,sucursal occidente,1,127343.0,127343.0,3537.19,1
17,monica fernandez,0,sucursal el poblado,1,127137.0,127137.0,2542.65,1
415,monica castanio,18,sucursal centro,1,127109.0,127109.0,,1
407,claudia ninez,9,sucursal occidente,1,127098.0,127098.0,2691.06,1
174,sebastian fernandez,18,sucursal industrial,1,127085.0,127085.0,,1
439,laura perez,22,sucursal autopista,1,127004.0,127004.0,3646.8,1
475,veronica toro,5,sucursal autopista,1,126905.0,126905.0,,1
23,raul herrera,23,sucursal industrial,1,126877.0,126877.0,1436.61,1
678,benjamin cardenas,0,sucursal sur,2,126797.0,63398.5,285.74,2
191,sofia ninez,14,sucursal principal,1,126667.0,126667.0,3934.23,1
235,mauricio moreno,13,sucursal oriente,1,126419.0,126419.0,1415.96,1
425,carolina vargas,24,sucursal calle 80,1,126396.0,126396.0,3272.59,1
3,alejandro munioz,5,sucursal norte,2,126390.0,63195.0,3182.3599999999997,2
289,alvaro espana,12,sucursal carrera 7,1,126331.0,126331.0,,1
425,carolina vargas,24,sucursal aeropuerto,1,126200.0,126200.0,2172.33,1
92,alvaro cardenas,8,sucursal industrial,1,125965.0,125965.0,3287.2,1
231,jose gutierrez,14,sucursal calle 80,1,125945.0,125945.0,2990.59,1
282,andres fernandez,21,sucursal sur,1,125943.0,125943.0,3799.8,1
46,benjamin castano,22,sucursal norte,1,125826.0,125826.0,2537.76,1
751,raul espania,20,sucursal carrera 7,1,125775.0,125775.0,1899.71,1
714,laura ninez,18,sucursal autopista,1,125702.0,125702.0,,1
227,jose herrera,20,sucursal aeropuerto,2,125503.0,62751.5,2305.33,2
115,alejandro moreno,13,sucursal centro,2,125435.0,125435.0,4960.48,2
629,hernan moreno,8,sucursal centro,1,125369.0,125369.0,3782.01,1
383,ricardo vargas,0,sucursal norte,1,125348.0,125348.0,1043.6,1
421,mauricio munoz,3,sucursal calle 80,1,125134.0,125134.0,2790.66,1
414,julian fernandez,4,sucursal calle 80,1,125089.0,125089.0,1531.59,1
495,julian alvarez,21,sucursal oriente,1,125086.0,125086.0,3011.15,1
161,carolina castanio,13,sucursal industrial,1,124640.0,124640.0,,1
462,angela espana,7,sucursal sur,1,124084.0,124084.0,4274.19,1
531,sofia alvarez,1,sucursal industrial,1,123983.0,123983.0,4032.27,1
267,angela munoz,17,sucursal occidente,1,123767.0,123767.0,1853.4,1
536,jesus munioz,2,sucursal centro,1,123699.0,123699.0,1218.58,1
218,ricardo dominguez,7,sucursal carrera 7,1,123694.0,123694.0,2615.6,1
544,maria alvarez,24,sucursal norte,2,123384.0,61692.0,1740.19,2
71,sebastian rios,24,sucursal norte,1,123334.0,123334.0,3558.79,1
482,sofia gutierrez,4,sucursal centro,1,123321.0,123321.0,1825.34,1
326,alejandro martinez,4,sucursal occidente,2,123223.0,61611.5,2044.3400000000001,2
623,sofia rios,10,sucursal sur,1,123064.0,123064.0,1872.88,1
548,hernan lopez,0,sucursal calle 80,2,123058.0,61529.0,3428.0499999999997,2
443,veronica cardenas,17,sucursal el poblado,3,122944.0,61472.0,3923.19,3
153,valentina pena,21,sucursal centro,1,122892.0,122892.0,3333.86,1
353,hernan gutierrez,15,sucursal el poblado,1,122770.0,122770.0,2504.95,1
507,veronica ramirez,15,sucursal norte,1,122722.0,122722.0,3288.4,1
448,sofia ramirez,14,sucursal el poblado,1,122591.0,122591.0,2895.17,1
352,felipe niniez,2,sucursal autopista,1,122378.0,122378.0,,1
430,patricia martinez,7,sucursal autopista,1,122316.0,122316.0,3863.59,1
595,camilo fernandez,15,sucursal autopista,1,122263.0,122263.0,4003.21,1
28,diego gonzalez,0,sucursal calle 80,1,122238.0,122238.0,1450.74,1
731,andres vargas,0,sucursal norte,1,121960.0,121960.0,1073.48,1
627,claudia moreno,22,sucursal principal,1,121720.0,121720.0,3800.53,1
398,jose ramirez,6,sucursal centro,2,121624.0,60812.0,3839.65,2
609,ricardo ospina,25,sucursal occidente,1,121616.0,121616.0,2682.76,1
238,paola sanchez,9,sucursal oriente,1,121610.0,121610.0,1852.8,1
495,julian alvarez,21,sucursal autopista,1,121498.0,121498.0,3431.39,1
281,veronica cifuentes,10,sucursal oriente,1,121452.0,121452.0,3534.72,1
633,hernan cruz,10,sucursal autopista,1,121419.0,121419.0,2903.94,1
349,alejandro vargas,25,sucursal oriente,2,121417.0,60708.5,3514.87,2
533,maria ospina,16,sucursal principal,1,121307.0,121307.0,2888.49,1
85,raul castano,6,sucursal autopista,1,121297.0,121297.0,1663.28,1
152,hernan herrera,0,sucursal calle 80,2,121266.0,60633.0,2090.22,2
208,veronica lopez,4,sucursal calle 80,3,121240.0,40413.333333333336,4693.67,3
164,natalia perez,10,sucursal principal,1,121046.0,121046.0,2105.98,1
311,alejandro dominguez,0,sucursal aeropuerto,1,121006.0,121006.0,4022.61,1
695,laura espania,2,sucursal occidente,1,120800.0,120800.0,3312.9,1
263,ricardo castano,23,sucursal oriente,1,120485.0,120485.0,3041.62,1
109,sofia moreno,3,sucursal autopista,2,120441.0,60220.5,7860.349999999999,2
444,carolina sanchez,6,sucursal sur,1,120365.0,120365.0,1309.05,1
86,angela cruz,12,sucursal autopista,2,120042.0,60021.0,2858.9700000000003,2
484,jesus gutierrez,15,sucursal sur,1,119987.0,119987.0,3237.91,1
189,sofia rodriguez,3,sucursal autopista,1,119874.0,119874.0,1825.81,1
87,carolina herrera,0,sucursal el poblado,1,119869.0,119869.0,3011.19,1
282,andres fernandez,21,sucursal calle 80,1,119805.0,119805.0,3272.87,1
261,julian moreno,12,sucursal occidente,1,119759.0,119759.0,4007.82,1
42,mauricio toro,3,sucursal sur,2,119680.0,59840.0,5497.860000000001,2
255,natalia alvarez,6,sucursal sur,1,119499.0,119499.0,3932.89,1
142,paola ospina,16,sucursal aeropuerto,1,119072.0,119072.0,3741.97,1
152,hernan herrera,0,sucursal autopista,1,118863.0,118863.0,2686.66,1
193,veronica espania,7,sucursal norte,1,118842.0,118842.0,3106.13,1
404,claudia munioz,22,sucursal calle 80,1,118836.0,118836.0,4090.25,1
717,patricia rios,9,sucursal el poblado,1,118815.0,118815.0,3475.69,1
175,julian cardenas,11,sucursal principal,1,118646.0,118646.0,2032.0,1
340,ricardo moreno,2,sucursal oriente,1,118623.0,118623.0,1721.84,1
543,veronica cruz,5,sucursal occidente,1,118482.0,118482.0,,1
582,jesus moreno,0,sucursal centro,1,118440.0,118440.0,2814.84,1
376,angela herrera,24,sucursal carrera 7,1,118321.0,118321.0,4095.04,1
15,monica penia,11,sucursal occidente,1,118298.0,118298.0,3272.34,1
143,angela toro,21,sucursal industrial,2,118285.0,59142.5,1220.7,2
300,paola espania,18,sucursal calle 80,1,118262.0,118262.0,4120.42,1
2,daniela toro,14,sucursal centro,1,118184.0,118184.0,4125.4,1
442,paola rodriguez,15,sucursal sur,1,117968.0,117968.0,3877.66,1
426,carolina perez,19,sucursal sur,1,117814.0,117814.0,1319.44,1
515,ricardo ninez,0,sucursal aeropuerto,1,117799.0,117799.0,1412.61,1
541,monica sanchez,0,sucursal autopista,1,117636.0,117636.0,1567.4,1
192,sebastian garcia,1,sucursal el poblado,2,117447.0,58723.5,2273.98,2
538,alvaro garcia,0,sucursal norte,1,117425.0,117425.0,3261.29,1
667,laura herrera,8,sucursal aeropuerto,2,117292.0,58646.0,2642.79,2
348,carolina niniez,12,sucursal el poblado,1,117210.0,117210.0,1978.22,1
