id_vendedor,nombre_vendedor,experiencia_anios,sucursal,ventas_realizadas,ingresos_generados,ticket_promedio,comision_total,clientes_atendidos
38.0,María López,8.0,Sucursal Norte,9,626264.95,69584.99444444444,0,9
1.0,Camila Sánchez,1.0,Sucursal Principal,10,622714.55,62271.455,0,10
19.0,María Pérez,5.0,Sucursal Norte,11,620297.35,56390.66818181818,0,11
3.0,Camila Martínez,14.0,Sucursal Norte,10,619955.55,61995.55500000001,0,10
2.0,Luis López,6.0,Sucursal Oriente,10,608918.65,60891.865000000005,0,10
10.0,María López,8.0,Sucursal Autopista,9,604019.35,67113.2611111111,0,9
21.0,Diego Rodríguez,4.0,Sucursal Norte,10,603926.2,60392.619999999995,0,10
19.0,María Pérez,5.0,Sucursal Principal,9,602652.0,66961.33333333333,0,9
2.0,Luis López,6.0,Sucursal Norte,9,602413.45,66934.82777777777,0,9
42.0,Sofía Sánchez,14.0,Sucursal Oriente,11,599228.7,54475.33636363636,0,11
33.0,Camila Pérez,2.0,Sucursal Norte,9,598421.45,66491.27222222222,0,9
28.0,Pedro Ramírez,1.0,Sucursal Centro,10,595846.25,59584.625,0,10
40.0,Sofía García,3.0,Sucursal Centro,10,584609.0,58460.9,0,9
7.0,Camila Sánchez,11.0,Sucursal Norte,9,583352.75,64816.97222222222,0,9
31.0,Laura Sánchez,4.0,Sucursal Centro,9,582469.8,64718.86666666667,0,9
20.0,María Sánchez,2.0,Sucursal Centro,10,581670.8,58167.08,0,9
48.0,Sofía González,7.0,Sucursal Centro,9,574589.35,63843.26111111111,0,9
17.0,Carlos Ramírez,9.0,Sucursal Centro,11,573350.35,52122.75909090909,0,11
26.0,Sofía Martínez,11.0,Sucursal Norte,9,570352.35,63372.48333333333,0,9
25.0,Luis Ramírez,11.0,Sucursal Centro,9,570330.5,63370.055555555555,0,9
15.0,Ana Pérez,0.0,Sucursal Principal,9,562158.9,62462.100000000006,0,9
24.0,Luis López,1.0,Sucursal Centro,9,561199.15,62355.461111111115,0,9
3.0,Camila Martínez,14.0,Sucursal Autopista,9,558375.2,62041.688888888886,0,8
15.0,Ana Pérez,0.0,Sucursal Oriente,9,557798.65,61977.62777777778,0,9
17.0,Carlos Ramírez,9.0,Sucursal Principal,8,553657.85,69207.23125,0,8
22.0,Laura Ramírez,15.0,Sucursal Norte,9,552697.0,61410.77777777778,0,9
19.0,María Pérez,5.0,Sucursal Autopista,9,551540.2,61282.24444444444,0,9
23.0,Diego Pérez,5.0,Sucursal Norte,9,551284.75,61253.86111111111,0,9
25.0,Luis Ramírez,11.0,Sucursal Autopista,9,550143.3500000001,61127.0388888889,0,9
35.0,Laura Rodríguez,11.0,Sucursal Norte,9,549255.05,61028.338888888895,0,9
4.0,Camila López,11.0,Sucursal Principal,8,545954.7,68244.3375,0,8
12.0,Diego Ramírez,1.0,Sucursal Calle 80,9,544737.7,60526.411111111105,0,9
47.0,Ana González,10.0,Sucursal Oriente,8,537542.25,67192.78125,0,7
41.0,Ana González,13.0,Sucursal Norte,8,531541.1,66442.6375,0,8
50.0,Camila López,1.0,Sucursal Centro,9,530247.45,58916.38333333333,0,9
10.0,María López,8.0,Sucursal Oriente,8,529972.35,66246.54375,0,8
27.0,Laura Sánchez,9.0,Sucursal Centro,8,528479.15,66059.89375,0,8
39.0,María Pérez,6.0,Sucursal Norte,8,528038.6,66004.825,0,8
46.0,María Ramírez,11.0,Sucursal Centro,8,527554.8,65944.35,0,8
44.0,Carlos González,13.0,Sucursal Autopista,8,526285.8,65785.725,0,8
9.0,Diego López,10.0,Sucursal Oriente,8,524615.1,65576.8875,0,8
7.0,Camila Sánchez,11.0,Sucursal Oriente,9,522331.95,58036.88333333333,0,9
34.0,Juan García,2.0,Sucursal Centro,8,520155.35,65019.41875,0,8
1.0,Camila Sánchez,1.0,Sucursal Centro,8,513613.45,64201.68125,0,8
39.0,María Pérez,6.0,Sucursal Autopista,9,512361.75,56929.083333333336,0,9
48.0,Sofía González,7.0,Sucursal Norte,8,510448.3,63806.0375,0,8
18.0,Carlos Martínez,13.0,Sucursal Centro,9,506153.05,56239.22777777778,0,9
40.0,Sofía García,3.0,Sucursal Oriente,8,504256.9,63032.1125,0,8
45.0,Camila López,12.0,Sucursal Oriente,7,502472.35,71781.76428571428,0,7
13.0,Diego Pérez,15.0,Sucursal Centro,7,501530.3,71647.18571428572,0,7
20.0,María Sánchez,2.0,Sucursal Autopista,8,499488.65,62436.08125,0,8
43.0,Camila Pérez,15.0,Sucursal Centro,8,497856.5,62232.0625,0,8
35.0,Laura Rodríguez,11.0,Sucursal Centro,8,495808.9,61976.1125,0,8
31.0,Laura Sánchez,4.0,Sucursal Norte,9,494102.75,54900.305555555555,0,9
30.0,Luis Sánchez,8.0,Sucursal Autopista,9,492700.05,54744.45,0,9
6.0,Pedro Rodríguez,11.0,Sucursal Principal,7,492688.5,70384.07142857143,0,7
18.0,Carlos Martínez,13.0,Sucursal Norte,8,491276.19999999995,61409.524999999994,0,7
10.0,María López,8.0,Sucursal Calle 80,7,490470.7,70067.24285714286,0,7
19.0,María Pérez,5.0,Sucursal Oriente,8,488335.6,61041.95,0,8
44.0,Carlos González,13.0,Sucursal Oriente,8,482540.05000000005,60317.506250000006,0,8
44.0,Carlos González,13.0,Sucursal Calle 80,7,482437.35,68919.62142857142,0,7
6.0,Pedro Rodríguez,11.0,Sucursal Norte,9,478808.1,53200.899999999994,0,9
15.0,Ana Pérez,0.0,Sucursal Centro,8,477813.7,59726.7125,0,8
49.0,Ana García,14.0,Sucursal Autopista,7,475959.05,67994.15,0,6
44.0,Carlos González,13.0,Sucursal Centro,8,473916.4,59239.55,0,8
15.0,Ana Pérez,0.0,Sucursal Calle 80,7,471912.0,67416.0,0,7
50.0,Camila López,1.0,Sucursal Autopista,9,468834.2,52092.68888888889,0,9
40.0,Sofía García,3.0,Sucursal Norte,8,466229.1,58278.6375,0,7
24.0,Luis López,1.0,Sucursal Oriente,6,464882.8,77480.46666666666,0,6
45.0,Camila López,12.0,Sucursal Norte,7,463322.7,66188.95714285715,0,7
48.0,Sofía González,7.0,Sucursal Principal,7,457282.45,65326.06428571429,0,7
49.0,Ana García,14.0,Sucursal Principal,7,456998.45,65285.49285714286,0,7
4.0,Camila López,11.0,Sucursal Calle 80,7,455940.75,65134.392857142855,0,6
39.0,María Pérez,6.0,Sucursal Principal,8,455583.35,56947.91875,0,7
33.0,Camila Pérez,2.0,Sucursal Autopista,7,454906.2,64986.6,0,7
18.0,Carlos Martínez,13.0,Sucursal Calle 80,6,451387.45,75231.24166666667,0,6
27.0,Laura Sánchez,9.0,Sucursal Norte,8,451280.6,56410.075,0,8
30.0,Luis Sánchez,8.0,Sucursal Oriente,8,450613.75,56326.71875,0,8
7.0,Camila Sánchez,11.0,Sucursal Centro,7,449577.25,64225.32142857143,0,6
999.0,Camila González,15.0,Sucursal Norte,6,448646.5,74774.41666666667,0,5
44.0,Carlos González,13.0,Sucursal Norte,9,448054.75,49783.86111111111,0,9
3.0,Camila Martínez,14.0,Sucursal Centro,8,447805.4,55975.675,0,8
22.0,Laura Ramírez,15.0,Sucursal Oriente,7,446339.85,63762.83571428571,0,7
41.0,Ana González,13.0,Sucursal Centro,9,444565.6,49396.177777777775,0,8
14.0,Camila López,7.0,Sucursal Oriente,7,444132.9,63447.55714285715,0,7
42.0,Sofía Sánchez,14.0,Sucursal Calle 80,7,444108.15,63444.02142857143,0,7
29.0,Ana Pérez,2.0,Sucursal Principal,8,443477.8,55434.725,0,8
4.0,Camila López,11.0,Sucursal Centro,7,442816.6,63259.514285714286,0,7
25.0,Luis Ramírez,11.0,Sucursal Principal,7,441791.1,63113.014285714286,0,7
37.0,Carlos Martínez,4.0,Sucursal Centro,7,441067.65,63009.66428571429,0,7
24.0,Luis López,1.0,Sucursal Autopista,7,440707.65,62958.235714285714,0,7
22.0,Laura Ramírez,15.0,Sucursal Autopista,8,439386.45,54923.30625,0,8
47.0,Ana González,10.0,Sucursal Autopista,7,434806.95,62115.27857142857,0,7
29.0,Ana Pérez,2.0,Sucursal Calle 80,8,431742.15,53967.76875,0,8
28.0,Pedro Ramírez,1.0,Sucursal Oriente,6,431634.0,71939.0,0,6
28.0,Pedro Ramírez,1.0,Sucursal Norte,8,431216.7,53902.0875,0,8
6.0,Pedro Rodríguez,11.0,Sucursal Centro,7,429728.4,61389.77142857143,0,7
32.0,Ana Ramírez,11.0,Sucursal Autopista,7,428894.85,61270.69285714285,0,7
11.0,Pedro Ramírez,15.0,Sucursal Principal,7,428437.9,61205.41428571429,0,7
17.0,Carlos Ramírez,9.0,Sucursal Oriente,8,428232.14999999997,53529.018749999996,0,8
10.0,María López,8.0,Sucursal Centro,7,426793.3,60970.47142857143,0,7
2.0,Luis López,6.0,Sucursal Autopista,7,420319.8,60045.68571428571,0,7
26.0,Sofía Martínez,11.0,Sucursal Oriente,7,419790.85,59970.12142857142,0,7
30.0,Luis Sánchez,8.0,Sucursal Principal,7,418790.5,59827.21428571428,0,7
41.0,Ana González,13.0,Sucursal Autopista,6,416212.64999999997,69368.775,0,6
20.0,María Sánchez,2.0,Sucursal Calle 80,7,415730.5,59390.07142857143,0,7
11.0,Pedro Ramírez,15.0,Sucursal Norte,7,414720.45,59245.77857142857,0,7
49.0,Ana García,14.0,Sucursal Oriente,6,411692.55,68615.425,0,6
16.0,Laura Sánchez,8.0,Sucursal Centro,7,410422.0,58631.71428571428,0,7
35.0,Laura Rodríguez,11.0,Sucursal Oriente,6,402912.0,67152.0,0,6
47.0,Ana González,10.0,Sucursal Norte,6,401590.0,66931.66666666667,0,6
15.0,Ana Pérez,0.0,Sucursal Autopista,7,401142.3,57306.04285714286,0,7
8.0,Ana Ramírez,14.0,Sucursal Norte,7,395408.0,56486.857142857145,0,7
41.0,Ana González,13.0,Sucursal Oriente,6,394944.65,65824.10833333334,0,6
36.0,Juan Sánchez,4.0,Sucursal Autopista,6,392373.44999999995,65395.57499999999,0,5
35.0,Laura Rodríguez,11.0,Sucursal Autopista,7,389211.8,55601.68571428571,0,7
34.0,Juan García,2.0,Sucursal Autopista,7,387949.5,55421.357142857145,0,7
27.0,Laura Sánchez,9.0,Sucursal Autopista,5,382007.85,76401.56999999999,0,5
38.0,María López,8.0,Sucursal Centro,6,381691.35000000003,63615.225000000006,0,6
38.0,María López,8.0,Sucursal Autopista,6,379155.15,63192.525,0,6
5.0,Sofía Ramírez,12.0,Sucursal Oriente,5,377777.9,75555.58,0,5
45.0,Camila López,12.0,Sucursal Centro,7,376274.5,53753.5,0,7
46.0,María Ramírez,11.0,Sucursal Autopista,6,373015.55,62169.25833333333,0,6
10.0,María López,8.0,Sucursal Principal,6,372722.05000000005,62120.341666666674,0,6
46.0,María Ramírez,11.0,Sucursal Norte,7,372109.2,53158.45714285714,0,7
49.0,Ana García,14.0,Sucursal Calle 80,6,370401.0,61733.5,0,6
999.0,Camila González,15.0,Sucursal Autopista,6,365729.65,60954.94166666667,0,4
43.0,Camila Pérez,15.0,Sucursal Principal,6,363554.7,60592.450000000004,0,6
50.0,Camila López,1.0,Sucursal Principal,6,362280.35,60380.05833333333,0,6
24.0,Luis López,1.0,Sucursal Calle 80,6,362096.85,60349.475,0,6
21.0,Diego Rodríguez,4.0,Sucursal Principal,6,361778.8,60296.46666666667,0,6
19.0,María Pérez,5.0,Sucursal Centro,6,359001.25,59833.541666666664,0,6
29.0,Ana Pérez,2.0,Sucursal Oriente,5,355566.85,71113.37,0,5
16.0,Laura Sánchez,8.0,Sucursal Oriente,6,354635.0,59105.833333333336,0,5
999.0,Camila González,15.0,Sucursal Centro,5,353295.25,70659.05,0,5
23.0,Diego Pérez,5.0,Sucursal Principal,6,352894.1,58815.68333333333,0,6
23.0,Diego Pérez,5.0,Sucursal Autopista,6,349804.85,58300.80833333333,0,6
999.0,Camila González,15.0,Sucursal Principal,5,348952.75,69790.55,0,3
1.0,Camila Sánchez,1.0,Sucursal Norte,7,348389.45,49769.92142857143,0,7
6.0,Pedro Rodríguez,11.0,Sucursal Autopista,6,344585.8,57430.96666666667,0,6
44.0,Carlos González,13.0,Sucursal Principal,6,344189.95,57364.99166666667,0,6
47.0,Ana González,10.0,Sucursal Centro,6,338344.0,56390.666666666664,0,6
16.0,Laura Sánchez,8.0,Sucursal Principal,6,335554.1,55925.68333333333,0,5
33.0,Camila Pérez,2.0,Sucursal Oriente,6,335071.5,55845.25,0,6
21.0,Diego Rodríguez,4.0,Sucursal Oriente,5,334069.35,66813.87,0,5
43.0,Camila Pérez,15.0,Sucursal Occidente,6,333913.4,55652.23333333334,0,6
9.0,Diego López,10.0,Sucursal Calle 80,5,330255.9,66051.18000000001,0,5
8.0,Ana Ramírez,14.0,Sucursal Principal,6,329089.35,54848.225,0,6
8.0,Ana Ramírez,14.0,Sucursal Centro,6,324298.75,54049.791666666664,0,6
47.0,Ana González,10.0,Sucursal Principal,5,323830.55,64766.11,0,5
30.0,Luis Sánchez,8.0,Sucursal Centro,6,322418.4,53736.4,0,6
3.0,Camila Martínez,14.0,Sucursal Principal,6,321655.14999999997,53609.19166666666,0,6
43.0,Camila Pérez,15.0,Sucursal Oriente,5,321366.4,64273.280000000006,0,5
20.0,María Sánchez,2.0,Sucursal Oriente,6,320753.0,53458.833333333336,0,6
22.0,Laura Ramírez,15.0,Sucursal Calle 80,6,319362.2,53227.03333333333,0,6
9.0,Diego López,10.0,Sucursal Principal,6,317562.9,52927.15,0,6
37.0,Carlos Martínez,4.0,Sucursal Oriente,7,315259.65,45037.09285714286,0,7
27.0,Laura Sánchez,9.0,Sucursal Calle 80,5,313913.05,62782.61,0,4
42.0,Sofía Sánchez,14.0,Sucursal Principal,6,313554.2,52259.03333333333,0,6
22.0,Laura Ramírez,15.0,Sucursal Centro,6,312665.60000000003,52110.93333333334,0,6
40.0,Sofía García,3.0,Sucursal Calle 80,5,310868.8,62173.759999999995,0,5
5.0,Sofía Ramírez,12.0,Sucursal Norte,6,310131.95,51688.65833333333,0,5
13.0,Diego Pérez,15.0,Sucursal Autopista,6,303415.8,50569.299999999996,0,6
43.0,Camila Pérez,15.0,Sucursal Autopista,4,303405.44999999995,75851.36249999999,0,4
12.0,Diego Ramírez,1.0,Sucursal Oriente,6,302417.44999999995,50402.908333333326,0,6
3.0,Camila Martínez,14.0,Sucursal Calle 80,4,301207.1,75301.775,0,4
17.0,Carlos Ramírez,9.0,Sucursal Norte,6,298013.75,49668.958333333336,0,6
30.0,Luis Sánchez,8.0,Sucursal Norte,5,294705.5,58941.1,0,5
4.0,Camila López,11.0,Sucursal Oriente,5,294622.2,58924.44,0,5
38.0,María López,8.0,Sucursal Principal,5,293568.1,58713.619999999995,0,5
34.0,Juan García,2.0,Sucursal Oriente,5,291903.8,58380.759999999995,0,5
14.0,Camila López,7.0,Sucursal Norte,4,291644.65,72911.1625,0,4
37.0,Carlos Martínez,4.0,Sucursal Calle 80,5,289867.10000000003,57973.420000000006,0,5
24.0,Luis López,1.0,Sucursal Norte,4,287578.7,71894.675,0,4
5.0,Sofía Ramírez,12.0,Sucursal Centro,5,287273.35,57454.67,0,5
31.0,Laura Sánchez,4.0,Sucursal Oriente,5,286652.75,57330.55,0,5
38.0,María López,8.0,Sucursal Calle 80,5,286195.6,57239.119999999995,0,5
45.0,Camila López,12.0,Sucursal Autopista,5,285476.6,57095.31999999999,0,5
33.0,Camila Pérez,2.0,Sucursal Principal,5,285331.9,57066.380000000005,0,5
29.0,Ana Pérez,2.0,Sucursal Autopista,5,282741.9,56548.380000000005,0,5
25.0,Luis Ramírez,11.0,Sucursal Oriente,4,279022.85,69755.7125,0,4
39.0,María Pérez,6.0,Sucursal Oriente,4,278368.5,69592.125,0,4
36.0,Juan Sánchez,4.0,Sucursal Calle 80,4,276841.5,69210.375,0,4
8.0,Ana Ramírez,14.0,Sucursal Oriente,5,275811.80000000005,55162.36000000001,0,5
999.0,Camila González,15.0,Sucursal Oriente,4,273776.2,68444.05,0,3
5.0,Sofía Ramírez,12.0,Sucursal Principal,4,273630.3,68407.575,0,4
50.0,Camila López,1.0,Sucursal Oriente,4,273512.5,68378.125,0,3
13.0,Diego Pérez,15.0,Sucursal Oriente,5,270692.7,54138.54,0,5
11.0,Pedro Ramírez,15.0,Sucursal Centro,5,268800.10000000003,53760.020000000004,0,5
42.0,Sofía Sánchez,14.0,Sucursal Autopista,4,266876.3,66719.075,0,3
32.0,Ana Ramírez,11.0,Sucursal Principal,5,266875.75,53375.15,0,5
37.0,Carlos Martínez,4.0,Sucursal Principal,5,265252.8,53050.56,0,5
24.0,Luis López,1.0,Sucursal Principal,5,264453.8,52890.759999999995,0,5
14.0,Camila López,7.0,Sucursal Principal,5,262029.85,52405.97,0,5
40.0,Sofía García,3.0,Sucursal Principal,4,259168.19999999998,64792.049999999996,0,4
16.0,Laura Sánchez,8.0,Sucursal Autopista,5,258485.90000000002,51697.18000000001,0,5
12.0,Diego Ramírez,1.0,Sucursal Principal,4,257906.3,64476.575,0,3
7.0,Camila Sánchez,11.0,Sucursal Occidente,5,257362.19999999998,51472.439999999995,0,5
22.0,Laura Ramírez,15.0,Sucursal Principal,4,257191.25,64297.8125,0,4
35.0,Laura Rodríguez,11.0,Sucursal Principal,4,256138.65000000002,64034.662500000006,0,4
41.0,Ana González,13.0,Sucursal Principal,4,254645.59999999998,63661.399999999994,0,4
48.0,Sofía González,7.0,Sucursal Occidente,4,254506.15,63626.5375,0,4
999.0,Camila González,15.0,Sucursal Calle 80,4,252954.2,63238.55,0,2
34.0,Juan García,2.0,Sucursal Principal,5,250736.2,50147.240000000005,0,5
46.0,María Ramírez,11.0,Sucursal Calle 80,4,250593.5,62648.375,0,4
11.0,Pedro Ramírez,15.0,Sucursal Autopista,5,249108.05,49821.61,0,5
27.0,Laura Sánchez,9.0,Sucursal Oriente,3,247260.75,82420.25,0,3
19.0,María Pérez,5.0,Sucursal Calle 80,4,246861.59999999998,61715.399999999994,0,4
16.0,Laura Sánchez,8.0,Sucursal Norte,4,245999.2,61499.8,0,4
38.0,María López,8.0,Sucursal Oriente,4,245327.85,61331.9625,0,4
28.0,Pedro Ramírez,1.0,Sucursal Principal,4,243626.9,60906.725,0,4
31.0,Laura Sánchez,4.0,Sucursal Calle 80,4,243258.3,60814.575,0,4
28.0,Pedro Ramírez,1.0,Sucursal Autopista,4,242232.65,60558.1625,0,3
4.0,Camila López,11.0,Sucursal Autopista,4,239979.75,59994.9375,0,4
26.0,Sofía Martínez,11.0,Sucursal Occidente,5,239097.15,47819.43,0,5
9.0,Diego López,10.0,Sucursal Norte,5,239092.9,47818.58,0,5
30.0,Luis Sánchez,8.0,Sucursal Occidente,4,237989.5,59497.375,0,4
16.0,Laura Sánchez,8.0,Sucursal Occidente,4,237068.9,59267.225,0,4
33.0,Camila Pérez,2.0,Sucursal Centro,4,234874.8,58718.7,0,4
25.0,Luis Ramírez,11.0,Sucursal Norte,4,231309.6,57827.4,0,4
42.0,Sofía Sánchez,14.0,Sucursal Centro,4,230988.45,57747.1125,0,4
32.0,Ana Ramírez,11.0,Sucursal Centro,4,230452.25,57613.0625,0,4
21.0,Diego Rodríguez,4.0,Sucursal Autopista,4,228580.05,57145.0125,0,4
32.0,Ana Ramírez,11.0,Sucursal Calle 80,3,228344.90000000002,76114.96666666667,0,3
6.0,Pedro Rodríguez,11.0,Sucursal Oriente,4,225553.8,56388.45,0,4
14.0,Camila López,7.0,Sucursal Autopista,4,224243.2,56060.8,0,4
25.0,Luis Ramírez,11.0,Sucursal Calle 80,4,221269.5,55317.375,0,4
50.0,Camila López,1.0,Sucursal Occidente,4,220166.8,55041.7,0,4
21.0,Diego Rodríguez,4.0,Sucursal Calle 80,3,219911.55,73303.84999999999,0,3
45.0,Camila López,12.0,Sucursal Principal,3,219274.25,73091.41666666667,0,3
16.0,Laura Sánchez,8.0,Sucursal Calle 80,4,218918.5,54729.625,0,4
22.0,Laura Ramírez,15.0,Sucursal Occidente,3,218623.8,72874.59999999999,0,3
39.0,María Pérez,6.0,Sucursal Centro,4,217859.1,54464.775,0,4
23.0,Diego Pérez,5.0,Sucursal Centro,3,217309.8,72436.59999999999,0,3
33.0,Camila Pérez,2.0,Sucursal Occidente,4,217210.55,54302.6375,0,4
20.0,María Sánchez,2.0,Sucursal Principal,4,216566.0,54141.5,0,4
33.0,Camila Pérez,2.0,Sucursal Calle 80,4,215489.09999999998,53872.274999999994,0,4
12.0,Diego Ramírez,1.0,Sucursal Norte,4,212943.15,53235.7875,0,4
31.0,Laura Sánchez,4.0,Sucursal Autopista,3,212900.2,70966.73333333334,0,3
17.0,Carlos Ramírez,9.0,Sucursal Calle 80,4,211959.65000000002,52989.912500000006,0,4
4.0,Camila López,11.0,Sucursal Norte,3,211770.2,70590.06666666667,0,3
48.0,Sofía González,7.0,Sucursal Oriente,4,211122.90000000002,52780.725000000006,0,4
26.0,Sofía Martínez,11.0,Sucursal Autopista,5,210639.55000000002,42127.91,0,5
23.0,Diego Pérez,5.0,Sucursal Occidente,4,210234.30000000005,52558.57500000001,0,4
41.0,Ana González,13.0,Sucursal Calle 80,3,208704.25,69568.08333333333,0,3
44.0,Carlos González,13.0,Sucursal Occidente,4,207116.4,51779.1,0,4
18.0,Carlos Martínez,13.0,Sucursal Autopista,4,206681.9,51670.475,0,4
26.0,Sofía Martínez,11.0,Sucursal Principal,3,206496.35,68832.11666666667,0,3
11.0,Pedro Ramírez,15.0,Sucursal Oriente,3,206106.40000000002,68702.13333333335,0,3
32.0,Ana Ramírez,11.0,Sucursal Norte,3,204279.8,68093.26666666666,0,3
34.0,Juan García,2.0,Sucursal Calle 80,4,196982.7,49245.675,0,4
45.0,Camila López,12.0,Sucursal Calle 80,3,196961.1,65653.7,0,3
13.0,Diego Pérez,15.0,Sucursal Calle 80,3,196796.95,65598.98333333334,0,3
3.0,Camila Martínez,14.0,Sucursal Oriente,4,196013.9,49003.475,0,4
46.0,María Ramírez,11.0,Sucursal Oriente,3,195820.8,65273.6,0,3
29.0,Ana Pérez,2.0,Sucursal Norte,4,195489.94999999998,48872.487499999996,0,4
8.0,Ana Ramírez,14.0,Sucursal Autopista,4,188788.4,47197.1,0,4
13.0,Diego Pérez,15.0,Sucursal Principal,3,188767.9,62922.63333333333,0,3
35.0,Laura Rodríguez,11.0,Sucursal Calle 80,4,187386.6,46846.65,0,4
5.0,Sofía Ramírez,12.0,Sucursal Autopista,3,184941.65,61647.21666666667,0,3
12.0,Diego Ramírez,1.0,Sucursal Autopista,3,184805.5,61601.833333333336,0,3
999.0,Camila González,15.0,Sucursal Occidente,3,178427.2,59475.73333333334,0,3
14.0,Camila López,7.0,Sucursal Occidente,3,178218.3,59406.1,0,3
1.0,Camila Sánchez,1.0,Sucursal Autopista,3,176759.2,58919.73333333334,0,3
6.0,Pedro Rodríguez,11.0,Sucursal Calle 80,4,175187.35,43796.8375,0,4
2.0,Luis López,6.0,Sucursal Centro,4,173883.35,43470.8375,0,4
17.0,Carlos Ramírez,9.0,Sucursal Autopista,3,172564.45,57521.48333333334,0,3
25.0,Luis Ramírez,11.0,Sucursal Occidente,3,171301.45,57100.48333333334,0,3
47.0,Ana González,10.0,Sucursal Calle 80,3,170880.75,56960.25,0,3
39.0,María Pérez,6.0,Sucursal Calle 80,3,169556.1,56518.700000000004,0,3
32.0,Ana Ramírez,11.0,Sucursal Oriente,2,168446.3,84223.15,0,2
40.0,Sofía García,3.0,Sucursal Autopista,3,166666.15,55555.38333333333,0,3
46.0,María Ramírez,11.0,Sucursal Principal,3,166388.05,55462.68333333333,0,3
9.0,Diego López,10.0,Sucursal Autopista,3,162274.05,54091.35,0,3
37.0,Carlos Martínez,4.0,Sucursal Autopista,2,161772.34999999998,80886.17499999999,0,2
26.0,Sofía Martínez,11.0,Sucursal Centro,3,160078.95,53359.65,0,3
19.0,María Pérez,5.0,Sucursal Occidente,3,156169.55,52056.51666666666,0,3
24.0,Luis López,1.0,Sucursal Occidente,2,154610.45,77305.225,0,2
27.0,Laura Sánchez,9.0,Sucursal Principal,3,153115.90000000002,51038.63333333334,0,3
8.0,Ana Ramírez,14.0,Sucursal Calle 80,3,152603.7,50867.9,0,3
15.0,Ana Pérez,0.0,Sucursal Norte,3,152576.65,50858.88333333333,0,3
41.0,Ana González,13.0,Sucursal Occidente,3,150517.5,50172.5,0,3
2.0,Luis López,6.0,Sucursal Calle 80,2,149707.65,74853.825,0,2
13.0,Diego Pérez,15.0,Sucursal Occidente,2,147529.6,73764.8,0,2
42.0,Sofía Sánchez,14.0,Sucursal Occidente,3,147365.5,49121.833333333336,0,3
26.0,Sofía Martínez,11.0,Sucursal Calle 80,3,142746.3,47582.1,0,3
48.0,Sofía González,7.0,Sucursal Calle 80,2,141894.55,70947.275,0,2
43.0,Camila Pérez,15.0,Sucursal Calle 80,2,141786.09999999998,70893.04999999999,0,2
36.0,Juan Sánchez,4.0,Sucursal Principal,3,138999.7,46333.23333333334,0,3
23.0,Diego Pérez,5.0,Sucursal Oriente,2,137493.9,68746.95,0,2
1.0,Camila Sánchez,1.0,Sucursal Calle 80,2,132987.85,66493.925,0,2
36.0,Juan Sánchez,4.0,Sucursal Oriente,2,128893.75,64446.875,0,2
8.0,Ana Ramírez,14.0,Sucursal Occidente,2,127336.34999999999,63668.174999999996,0,2
1.0,Camila Sánchez,1.0,Sucursal Occidente,2,125057.90000000001,62528.950000000004,0,2
28.0,Pedro Ramírez,1.0,Sucursal Occidente,3,120978.15,40326.049999999996,0,3
12.0,Diego Ramírez,1.0,Sucursal Occidente,3,115627.65,38542.549999999996,0,3
18.0,Carlos Martínez,13.0,Sucursal Oriente,2,114555.9,57277.95,0,2
46.0,María Ramírez,11.0,Sucursal Occidente,2,112818.1,56409.05,0,2
