id_vendedor,nombre_vendedor,experiencia,sucursal,ventas_realizadas,ingresos_generados,ticket_promedio,comision_total,clientes_atendidos
8,alejandro gonzalez,6,sucursal principal,2,144751.0,72375.5,1507.6399999999999,2
130,veronica munioz,5,sucursal el poblado,1,144681.0,144681.0,2250.53,1
378,angela gutierrez,1,sucursal centro,2,144673.0,72336.5,1659.51,2
109,jose gutierrez,11,sucursal oriente,1,144513.0,144513.0,1510.95,1
57,claudia lopez,5,sucursal principal,1,144451.0,144451.0,3365.19,1
294,daniela espania,0,sucursal el poblado,1,144362.0,144362.0,4069.03,1
525,raul lopez,2,sucursal occidente,1,144319.0,144319.0,2075.88,1
236,camilo penia,17,sucursal sur,1,143932.0,143932.0,4443.5,1
594,veronica penia,2,sucursal principal,1,143753.0,143753.0,4666.3,1
575,veronica sanchez,10,sucursal autopista,1,143357.0,143357.0,4012.97,1
109,jose gutierrez,11,sucursal principal,1,143227.0,143227.0,,1
18,daniela gutierrez,1,sucursal industrial,1,143220.0,143220.0,,1
467,julian vargas,2,sucursal norte,1,143206.0,143206.0,3021.9,1
292,paola cruz,8,sucursal carrera 7,1,143040.0,143040.0,2571.47,1
244,raul munioz,19,sucursal sur,1,142693.0,142693.0,2599.13,1
567,raul martinez,7,sucursal centro,2,142626.0,71313.0,4518.54,2
442,ricardo ramirez,0,sucursal oriente,1,142623.0,142623.0,2783.35,1
490,andres cardenas,11,sucursal principal,1,142374.0,142374.0,2259.48,1
149,valentina herrera,2,sucursal el poblado,1,142218.0,142218.0,2115.5,1
491,carolina rios,10,sucursal carrera 7,1,141855.0,141855.0,,1
443,patricia munioz,21,sucursal industrial,1,141667.0,141667.0,,1
163,claudia vargas,0,sucursal centro,1,141574.0,141574.0,4450.14,1
423,mauricio herrera,16,sucursal calle 80,1,141457.0,141457.0,2653.58,1
273,camilo gutierrez,21,sucursal aeropuerto,2,141373.0,70686.5,5532.969999999999,2
695,mauricio dominguez,24,sucursal el poblado,1,140829.0,140829.0,2258.03,1
95,monica cardenas,12,sucursal industrial,1,140820.0,140820.0,1380.83,1
52,alejandro dominguez,16,sucursal aeropuerto,2,140804.0,70402.0,5132.58,2
2,jesus ospina,20,sucursal sur,1,140741.0,140741.0,,1
263,andres perez,4,sucursal norte,2,140672.0,70336.0,1705.33,2
442,ricardo ramirez,0,sucursal aeropuerto,1,140566.0,140566.0,3140.92,1
10,diego ninez,17,sucursal aeropuerto,2,140272.0,70136.0,2545.11,2
345,ricardo gutierrez,20,sucursal sur,1,139972.0,139972.0,1796.17,1
672,laura niniez,11,sucursal principal,1,139960.0,139960.0,1154.63,1
428,daniela ninez,5,sucursal oriente,1,139921.0,139921.0,3727.18,1
292,paola cruz,8,sucursal principal,1,139689.0,139689.0,,1
84,felipe ospina,1,sucursal el poblado,1,139414.0,139414.0,3935.49,1
564,valentina fernandez,0,sucursal oriente,1,139205.0,139205.0,2186.61,1
160,sofia cifuentes,0,sucursal sur,2,138885.0,69442.5,1158.04,2
597,sofia martinez,9,sucursal centro,2,138629.0,69314.5,2450.25,2
51,angela ninez,24,sucursal autopista,1,138456.0,138456.0,4242.93,1
97,carolina fernandez,21,sucursal sur,1,138404.0,138404.0,4267.54,1
91,daniela cardenas,0,sucursal norte,1,138323.0,138323.0,3880.13,1
602,alvaro moreno,22,sucursal centro,1,137832.0,137832.0,4011.6,1
22,valentina toro,24,sucursal aeropuerto,1,137828.0,137828.0,,1
415,sebastian toro,18,sucursal oriente,1,137712.0,137712.0,4098.99,1
603,laura sanchez,18,sucursal autopista,1,137276.0,137276.0,4174.89,1
118,alejandro alvarez,8,sucursal sur,1,137134.0,137134.0,2941.12,1
468,claudia cruz,4,sucursal centro,1,137126.0,137126.0,4222.43,1
84,felipe ospina,1,sucursal autopista,1,137112.0,137112.0,4250.33,1
141,patricia gutierrez,13,sucursal occidente,1,137016.0,137016.0,3620.34,1
450,hernan ninez,9,sucursal industrial,1,137006.0,137006.0,2733.22,1
425,natalia penia,18,sucursal oriente,1,136737.0,136737.0,4466.21,1
623,daniela moreno,12,sucursal occidente,1,136653.0,136653.0,3015.08,1
85,sebastian garcia,24,sucursal occidente,1,136526.0,136526.0,4239.37,1
386,julian ramirez,12,sucursal centro,1,136485.0,136485.0,2819.4,1
554,sofia cardenas,0,sucursal centro,1,136387.0,136387.0,1093.1,1
124,diego ramirez,7,sucursal principal,1,136267.0,136267.0,,1
416,diego munoz,13,sucursal el poblado,1,136075.0,136075.0,,1
239,felipe espania,23,sucursal industrial,1,136051.0,136051.0,1433.59,1
540,alvaro espania,19,sucursal el poblado,1,135828.0,135828.0,1686.85,1
158,diego gonzalez,13,sucursal calle 80,1,135794.0,135794.0,1245.17,1
367,patricia cruz,17,sucursal sur,1,135732.0,135732.0,4256.89,1
139,monica vargas,2,sucursal industrial,1,135661.0,135661.0,4524.57,1
404,claudia gonzalez,11,sucursal calle 80,1,135580.0,135580.0,3187.56,1
136,sofia rios,14,sucursal centro,1,135474.0,135474.0,1118.34,1
54,patricia espania,0,sucursal aeropuerto,1,135435.0,135435.0,3026.09,1
579,jesus herrera,21,sucursal centro,1,135171.0,135171.0,4056.85,1
349,felipe dominguez,18,sucursal carrera 7,2,135145.0,67572.5,2379.61,2
195,andres ramirez,10,sucursal norte,1,134769.0,134769.0,2207.82,1
211,paola penia,11,sucursal industrial,1,134733.0,134733.0,3062.37,1
255,carolina ospina,10,sucursal oriente,2,134594.0,67297.0,3672.9,2
241,jesus fernandez,3,sucursal autopista,1,134592.0,134592.0,3420.56,1
480,jose sanchez,14,sucursal aeropuerto,2,134564.0,67282.0,2761.29,2
617,diego cruz,24,sucursal el poblado,1,134556.0,134556.0,3837.06,1
197,alejandro garcia,21,sucursal oriente,2,134337.0,67168.5,4315.01,2
148,camilo dominguez,25,sucursal calle 80,1,134336.0,134336.0,4096.3,1
517,alvaro gonzalez,10,sucursal principal,1,134183.0,134183.0,3705.69,1
40,benjamin penia,6,sucursal centro,1,133999.0,133999.0,2078.43,1
435,natalia dominguez,5,sucursal centro,1,133977.0,133977.0,2558.06,1
144,felipe gonzalez,23,sucursal centro,2,133849.0,66924.5,4429.67,2
401,jesus dominguez,10,sucursal calle 80,1,133783.0,133783.0,1748.29,1
169,patricia cifuentes,18,sucursal sur,1,133719.0,133719.0,1917.7,1
510,monica martinez,9,sucursal calle 80,1,133574.0,133574.0,3755.63,1
281,valentina ramirez,0,sucursal principal,1,133442.0,133442.0,3495.9,1
162,mauricio perez,17,sucursal oriente,1,133441.0,133441.0,1815.96,1
234,ricardo dominguez,20,sucursal principal,1,133388.0,133388.0,3303.63,1
522,alvaro lopez,8,sucursal norte,1,133318.0,133318.0,2485.29,1
222,felipe niniez,7,sucursal autopista,1,133127.0,133127.0,3844.53,1
224,alvaro pena,10,sucursal centro,1,133048.0,133048.0,1385.35,1
176,paola gutierrez,22,sucursal carrera 7,3,132923.0,44307.666666666664,4275.83,3
135,angela ospina,21,sucursal industrial,1,132882.0,132882.0,2277.13,1
139,monica vargas,2,sucursal oriente,1,132865.0,132865.0,1386.47,1
29,sofia cruz,5,sucursal principal,1,132829.0,132829.0,2971.3,1
527,benjamin pena,6,sucursal principal,2,132824.0,66412.0,3493.07,2
48,jose cifuentes,12,sucursal el poblado,1,132756.0,132756.0,1725.22,1
647,andres ospina,11,sucursal centro,1,132533.0,132533.0,1072.5,1
483,valentina perez,3,sucursal sur,1,132447.0,132447.0,2090.41,1
466,ricardo cruz,25,sucursal principal,1,132425.0,132425.0,1384.39,1
371,patricia ramirez,8,sucursal el poblado,1,132422.0,132422.0,1260.25,1
686,raul alvarez,0,sucursal principal,1,132364.0,132364.0,3246.62,1
79,sofia alvarez,11,sucursal el poblado,1,132245.0,132245.0,3993.64,1
289,raul fernandez,12,sucursal autopista,1,132153.0,132153.0,,1
141,patricia gutierrez,13,sucursal oriente,1,132103.0,132103.0,3965.12,1
322,natalia espania,0,sucursal principal,1,131886.0,131886.0,2435.99,1
617,diego cruz,24,sucursal sur,1,131769.0,131769.0,1198.83,1
571,diego sanchez,0,sucursal principal,1,131602.0,131602.0,2419.95,1
234,ricardo dominguez,20,sucursal calle 80,2,131528.0,65764.0,3248.29,2
14,daniela dominguez,4,sucursal autopista,2,131526.0,65763.0,4327.22,2
32,maria cifuentes,12,sucursal centro,1,130780.0,130780.0,2882.03,1
100,mauricio cifuentes,14,sucursal oriente,1,130774.0,130774.0,2766.68,1
59,monica niniez,21,sucursal carrera 7,1,130608.0,130608.0,4373.04,1
334,sofia toro,1,sucursal occidente,1,130550.0,130550.0,2503.63,1
416,diego munoz,13,sucursal aeropuerto,1,130397.0,130397.0,3612.03,1
50,natalia sanchez,22,sucursal principal,2,130288.0,65144.0,3501.4700000000003,2
435,natalia dominguez,5,sucursal sur,1,129952.0,129952.0,2797.29,1
222,felipe niniez,7,sucursal occidente,1,129942.0,129942.0,1683.0,1
80,paola munoz,0,sucursal el poblado,1,129905.0,129905.0,,1
506,laura ninez,12,sucursal aeropuerto,1,129881.0,129881.0,2870.12,1
338,ricardo castanio,22,sucursal norte,1,129777.0,129777.0,2501.11,1
313,jose martinez,0,sucursal centro,1,129772.0,129772.0,2264.92,1
63,daniela munioz,6,sucursal centro,1,129680.0,129680.0,,1
492,paola moreno,14,sucursal aeropuerto,2,129673.0,64836.5,905.41,2
250,monica fernandez,0,sucursal autopista,1,129639.0,129639.0,,1
85,sebastian garcia,24,sucursal oriente,3,129599.0,43199.666666666664,3870.3599999999997,3
546,alejandro espania,16,sucursal oriente,1,129551.0,129551.0,4345.82,1
386,julian ramirez,12,sucursal sur,1,129520.0,129520.0,2909.52,1
707,ricardo cardenas,7,sucursal aeropuerto,1,129515.0,129515.0,,1
424,angela castano,2,sucursal carrera 7,1,129493.0,129493.0,,1
184,diego ospina,8,sucursal occidente,2,129452.0,64726.0,2592.66,2
311,camilo vargas,19,sucursal occidente,1,129349.0,129349.0,1276.08,1
276,laura fernandez,20,sucursal el poblado,1,129232.0,129232.0,1130.85,1
227,angela dominguez,4,sucursal carrera 7,1,129213.0,129213.0,1252.04,1
688,laura lopez,0,sucursal aeropuerto,1,129162.0,129162.0,4411.68,1
511,mauricio sanchez,7,sucursal autopista,1,128718.0,128718.0,2853.86,1
523,daniela ramirez,23,sucursal oriente,1,128542.0,128542.0,4345.49,1
698,raul ospina,19,sucursal el poblado,1,128253.0,128253.0,2347.99,1
243,claudia herrera,13,sucursal norte,1,128190.0,128190.0,1607.23,1
133,andres lopez,5,sucursal norte,1,128136.0,128136.0,3849.29,1
458,mauricio castanio,0,sucursal carrera 7,1,127997.0,127997.0,3971.45,1
130,veronica munioz,5,sucursal oriente,1,127707.0,127707.0,3661.44,1
720,benjamin sanchez,21,sucursal calle 80,1,127627.0,127627.0,2931.99,1
426,jesus rodriguez,0,sucursal aeropuerto,1,127590.0,127590.0,2286.8,1
65,natalia moreno,12,sucursal carrera 7,2,127477.0,63738.5,2363.8,2
21,veronica dominguez,16,sucursal principal,1,127430.0,127430.0,1600.9,1
285,julian sanchez,7,sucursal oriente,1,127372.0,127372.0,3305.77,1
103,alejandro munioz,11,sucursal sur,1,127241.0,127241.0,2299.33,1
152,sofia garcia,19,sucursal oriente,1,127123.0,127123.0,2065.0,1
254,ricardo ospina,10,sucursal calle 80,2,126920.0,63460.0,3109.6800000000003,2
298,sofia ninez,16,sucursal autopista,1,126776.0,126776.0,2978.22,1
649,benjamin cardenas,11,sucursal occidente,1,126678.0,126678.0,,1
736,hernan niniez,5,sucursal norte,1,126666.0,126666.0,,1
322,natalia espania,0,sucursal sur,1,126574.0,126574.0,,1
292,paola cruz,8,sucursal occidente,1,126490.0,126490.0,3700.34,1
750,camilo munoz,25,sucursal calle 80,1,126466.0,126466.0,1296.5,1
201,benjamin moreno,16,sucursal calle 80,1,126080.0,126080.0,1606.04,1
652,daniela rodriguez,8,sucursal aeropuerto,1,125976.0,125976.0,1612.34,1
655,alejandro fernandez,2,sucursal norte,1,125965.0,125965.0,3816.27,1
661,andres ninez,0,sucursal occidente,1,125885.0,125885.0,2892.32,1
259,raul cifuentes,22,sucursal principal,2,125858.0,62929.0,2138.58,2
277,carolina cruz,2,sucursal norte,1,125844.0,125844.0,3699.81,1
527,benjamin pena,6,sucursal occidente,1,125771.0,125771.0,2935.3,1
267,ricardo espana,0,sucursal aeropuerto,1,125694.0,125694.0,2180.43,1
457,mauricio lopez,15,sucursal sur,1,125577.0,125577.0,2717.82,1
133,andres lopez,5,sucursal autopista,1,125544.0,125544.0,3593.97,1
120,angela cardenas,6,sucursal norte,1,125377.0,125377.0,3731.38,1
207,alvaro gutierrez,8,sucursal el poblado,1,125330.0,125330.0,2635.67,1
630,mauricio niniez,4,sucursal centro,1,125259.0,125259.0,2975.21,1
680,felipe pena,6,sucursal industrial,1,125207.0,125207.0,2559.95,1
474,hernan vargas,7,sucursal norte,1,124984.0,124984.0,1934.22,1
147,alvaro ospina,17,sucursal centro,1,124847.0,124847.0,4266.46,1
220,monica toro,15,sucursal centro,1,124826.0,124826.0,1954.74,1
598,sofia gonzalez,14,sucursal sur,3,124803.0,41601.0,4803.7,3
84,felipe ospina,1,sucursal sur,1,124773.0,124773.0,4158.57,1
367,patricia cruz,17,sucursal centro,1,124714.0,124714.0,2149.06,1
663,veronica lopez,12,sucursal el poblado,1,124595.0,124595.0,1545.77,1
594,veronica penia,2,sucursal occidente,1,124592.0,124592.0,2835.14,1
225,camilo cifuentes,24,sucursal autopista,1,124530.0,124530.0,2376.8,1
391,claudia pena,6,sucursal calle 80,1,124462.0,124462.0,3533.52,1
315,sofia moreno,0,sucursal centro,1,124275.0,124275.0,2634.15,1
585,jesus rios,0,sucursal oriente,2,124239.0,62119.5,3775.81,2
676,mauricio cardenas,3,sucursal sur,1,124212.0,124212.0,3606.51,1
132,natalia ramirez,0,sucursal carrera 7,1,124127.0,124127.0,1219.21,1
91,daniela cardenas,0,sucursal carrera 7,1,124110.0,124110.0,2156.02,1
355,natalia gonzalez,9,sucursal el poblado,1,124098.0,124098.0,4215.0,1
136,sofia rios,14,sucursal norte,1,123994.0,123994.0,2736.2,1
670,julian alvarez,23,sucursal el poblado,1,123795.0,123795.0,1956.45,1
304,patricia cardenas,8,sucursal oriente,1,123715.0,123715.0,1830.96,1
437,raul espania,23,sucursal industrial,1,123593.0,123593.0,3669.38,1
355,natalia gonzalez,9,sucursal industrial,1,123566.0,123566.0,4292.02,1
258,mauricio garcia,25,sucursal sur,1,122695.0,122695.0,4076.68,1
167,patricia rodriguez,21,sucursal principal,1,122676.0,122676.0,1763.16,1
643,valentina garcia,18,sucursal oriente,1,122490.0,122490.0,2806.74,1
304,patricia cardenas,8,sucursal industrial,1,122456.0,122456.0,2825.52,1
18,daniela gutierrez,1,sucursal oriente,1,122434.0,122434.0,4188.74,1
282,carolina cardenas,23,sucursal oriente,1,121872.0,121872.0,2809.41,1
38,camilo alvarez,7,sucursal autopista,1,121824.0,121824.0,,1
745,sebastian castano,5,sucursal oriente,1,121753.0,121753.0,1174.83,1
34,claudia moreno,1,sucursal norte,1,121579.0,121579.0,1542.6,1
26,angela herrera,25,sucursal sur,3,121456.0,40485.333333333336,6428.15,3
254,ricardo ospina,10,sucursal centro,1,121425.0,121425.0,3086.48,1
267,ricardo espana,0,sucursal calle 80,1,121274.0,121274.0,,1
99,natalia vargas,23,sucursal occidente,2,121134.0,60567.0,2434.52,2
447,maria toro,16,sucursal calle 80,1,120995.0,120995.0,,1
92,hernan ramirez,11,sucursal centro,1,120846.0,120846.0,2575.4,1
666,claudia rodriguez,8,sucursal occidente,1,120754.0,120754.0,3943.57,1
446,alvaro toro,13,sucursal calle 80,1,120593.0,120593.0,3592.67,1
338,ricardo castanio,22,sucursal occidente,1,120556.0,120556.0,,1
119,diego toro,23,sucursal calle 80,1,120455.0,120455.0,2185.92,1
724,claudia martinez,20,sucursal carrera 7,1,120401.0,120401.0,2879.12,1
647,andres ospina,11,sucursal norte,1,120012.0,120012.0,3058.7,1
366,jose herrera,14,sucursal principal,1,119987.0,119987.0,1436.63,1
715,alvaro penia,18,sucursal occidente,1,119971.0,119971.0,3387.01,1
629,patricia vargas,18,sucursal calle 80,1,119964.0,119964.0,2281.21,1
607,laura ospina,0,sucursal principal,1,119899.0,119899.0,3172.24,1
431,benjamin herrera,25,sucursal occidente,1,119894.0,119894.0,967.3,1
106,maria sanchez,10,sucursal centro,1,119851.0,119851.0,1779.31,1
522,alvaro lopez,8,sucursal centro,1,119817.0,119817.0,3141.37,1
639,angela rodriguez,9,sucursal principal,1,119785.0,119785.0,1174.24,1
256,mauricio ramirez,7,sucursal centro,1,119762.0,119762.0,1655.9,1
383,benjamin dominguez,14,sucursal sur,1,119582.0,119582.0,3257.24,1
271,andres pena,25,sucursal industrial,1,119513.0,119513.0,3958.31,1
25,natalia perez,3,sucursal industrial,1,119222.0,119222.0,3916.69,1
317,julian fernandez,11,sucursal autopista,1,119208.0,119208.0,2293.83,1
129,paola dominguez,15,sucursal autopista,1,119107.0,119107.0,1989.73,1
33,jesus ramirez,23,sucursal el poblado,1,119030.0,119030.0,1623.85,1
36,julian rios,18,sucursal carrera 7,1,118999.0,118999.0,2783.65,1
94,laura rodriguez,19,sucursal aeropuerto,1,118888.0,118888.0,2366.87,1
16,jesus gonzalez,6,sucursal aeropuerto,2,118800.0,59400.0,3046.4100000000003,2
184,diego ospina,8,sucursal industrial,1,118693.0,118693.0,,1
233,camilo sanchez,4,sucursal oriente,1,118681.0,118681.0,3128.93,1
452,sebastian cifuentes,5,sucursal calle 80,1,118677.0,118677.0,,1
299,raul dominguez,25,sucursal norte,1,118662.0,118662.0,3953.38,1
