id_vendedor,nombre_vendedor,experiencia_anios,sucursal,ventas_realizadas,ingresos_generados,ticket_promedio,comision_total,clientes_atendidos
20.0,Raúl González,7.0,Sucursal Sur,6,461234.0,76872.33333333333,0,6
9.0,Julián García,9.0,Sucursal Carrera 7,5,457897.0,91579.4,0,5
66.0,Estefanía García,13.0,Sucursal Calle 80,6,457249.0,76208.16666666667,0,6
36.0,Julián González,18.0,Sucursal Sur,9,450566.0,50062.88888888889,0,9
21.0,Jesús Domínguez,4.0,Sucursal Occidente,5,444416.0,88883.2,0,5
24.0,Álvaro Álvarez,5.0,Sucursal Calle 80,5,441571.0,88314.2,0,5
41.0,Bárbara Fernández,8.0,Sucursal Centro,5,439553.0,87910.6,0,5
75.0,Raúl Martínez,8.0,Sucursal Autopista,5,438428.0,87685.6,0,5
13.0,Bárbara Martínez,18.0,Sucursal Calle 80,5,436079.0,87215.8,0,5
34.0,Sofía Muñoz,14.0,Sucursal Calle 80,6,435710.0,72618.33333333333,0,6
1.0,Julián López,6.0,Sucursal Calle 80,5,435558.0,87111.6,0,5
67.0,Sofía Niñez,12.0,Sucursal Calle 80,5,434749.0,86949.8,0,5
39.0,Sofía Pérez,13.0,Sucursal Centro,7,433237.0,61891.0,0,7
77.0,Mónica Domínguez,0.0,Sucursal Oriente,6,432436.0,72072.66666666667,0,6
47.0,Jesús Domínguez,8.0,Sucursal Calle 80,5,431269.0,86253.8,0,5
79.0,Benjamín Peña,10.0,Sucursal Occidente,6,428352.0,71392.0,0,6
78.0,María García,8.0,Sucursal Centro,6,426786.0,71131.0,0,6
17.0,Jesús Sánchez,3.0,Sucursal Sur,6,426636.0,71106.0,0,6
3.0,Estefanía Peña,19.0,Sucursal Centro,5,425796.0,85159.2,0,5
35.0,Bárbara Rodríguez,19.0,Sucursal Sur,6,425274.0,70879.0,0,6
74.0,Verónica González,9.0,Sucursal Autopista,5,423977.0,84795.4,0,5
52.0,Julián Álvarez,7.0,Sucursal Sur,7,414745.0,59249.28571428572,0,7
37.0,Julián Rodríguez,7.0,Sucursal Calle 80,6,414114.0,69019.0,0,6
65.0,Álvaro Domínguez,2.0,Sucursal Sur,6,413249.0,68874.83333333333,0,6
18.0,María Rodríguez,19.0,Sucursal Sur,6,410252.0,68375.33333333333,0,6
5.0,Gabriela García,5.0,Sucursal Centro,5,409329.0,81865.8,0,5
50.0,Noelia García,8.0,Sucursal Centro,5,407475.0,81495.0,0,5
62.0,Andrés Castaño,10.0,Sucursal Centro,5,403955.0,80791.0,0,5
67.0,Sofía Niñez,12.0,Sucursal Centro,6,403262.0,67210.33333333333,0,6
13.0,Bárbara Martínez,18.0,Sucursal Occidente,5,403226.0,80645.2,0,5
46.0,Gabriela López,20.0,Sucursal Sur,5,398515.0,79703.0,0,5
57.0,Raúl Pérez,3.0,Sucursal Autopista,4,395274.0,98818.5,0,4
54.0,Noelia Peña,18.0,Sucursal Centro,4,393585.0,98396.25,0,4
77.0,Mónica Domínguez,0.0,Sucursal Sur,6,389605.0,64934.166666666664,0,6
31.0,Patricio España,4.0,Sucursal Sur,4,389163.0,97290.75,0,4
22.0,Julián Castaño,11.0,Sucursal Sur,5,388606.0,77721.2,0,5
14.0,Mónica Álvarez,4.0,Sucursal Centro,5,387574.0,77514.8,0,5
22.0,Julián Castaño,11.0,Sucursal Autopista,5,386463.0,77292.6,0,5
70.0,Andrés Muñoz,9.0,Sucursal Sur,4,384784.0,96196.0,0,4
72.0,Estefanía Peña,4.0,Sucursal Calle 80,4,383692.0,95923.0,0,4
41.0,Bárbara Fernández,8.0,Sucursal Autopista,6,380439.0,63406.5,0,6
27.0,Gabriela Peña,18.0,Sucursal Sur,5,379827.0,75965.4,0,5
70.0,Andrés Muñoz,9.0,Sucursal Autopista,4,377387.0,94346.75,0,4
54.0,Noelia Peña,18.0,Sucursal El Poblado,5,377337.0,75467.4,0,5
22.0,Julián Castaño,11.0,Sucursal Norte,5,374400.0,74880.0,0,5
53.0,Noelia López,12.0,Sucursal Sur,6,374174.0,62362.333333333336,0,6
42.0,Inés Peña,12.0,Sucursal Occidente,4,372449.0,93112.25,0,4
1.0,Julián López,6.0,Sucursal Autopista,5,372132.0,74426.4,0,5
58.0,Estefanía Rodríguez,16.0,Sucursal Sur,6,368403.0,61400.5,0,6
9.0,Julián García,9.0,Sucursal Calle 80,4,367425.0,91856.25,0,4
73.0,Noelia Domínguez,16.0,Sucursal Autopista,6,366936.0,61156.0,0,6
68.0,Mónica Domínguez,0.0,Sucursal Occidente,5,366735.0,73347.0,0,5
51.0,Patricio Muñoz,7.0,Sucursal Sur,5,365388.0,73077.6,0,5
11.0,María González,5.0,Sucursal Occidente,5,364474.0,72894.8,0,5
76.0,Noelia Castaño,14.0,Sucursal Autopista,5,363598.0,72719.6,0,5
23.0,Julián López,15.0,Sucursal Oriente,4,363403.0,90850.75,0,4
26.0,Verónica López,4.0,Sucursal Centro,5,362265.0,72453.0,0,5
25.0,Ángela Rodríguez,13.0,Sucursal Sur,4,361802.0,90450.5,0,4
64.0,Julián Martínez,3.0,Sucursal Calle 80,4,361570.0,90392.5,0,4
59.0,Patricio Sánchez,17.0,Sucursal Sur,5,360445.0,72089.0,0,5
15.0,Julián Rodríguez,4.0,Sucursal Sur,5,358034.0,71606.8,0,5
49.0,Julián Castaño,12.0,Sucursal Centro,5,357627.0,71525.4,0,5
67.0,Sofía Niñez,12.0,Sucursal Norte,4,350610.0,87652.5,0,4
72.0,Estefanía Peña,4.0,Sucursal Occidente,4,349572.0,87393.0,0,4
35.0,Bárbara Rodríguez,19.0,Sucursal Occidente,4,348856.0,87214.0,0,4
38.0,Julián González,2.0,Sucursal Calle 80,4,346674.0,86668.5,0,4
1.0,Julián López,6.0,Sucursal Occidente,4,346322.0,86580.5,0,4
21.0,Jesús Domínguez,4.0,Sucursal Centro,5,346300.0,69260.0,0,5
63.0,Verónica Rodríguez,5.0,Sucursal El Poblado,5,345918.0,69183.6,0,5
57.0,Raúl Pérez,3.0,Sucursal Carrera 7,4,343653.0,85913.25,0,4
15.0,Julián Rodríguez,4.0,Sucursal Centro,4,342451.0,85612.75,0,4
7.0,Mónica Rodríguez,4.0,Sucursal Norte,5,340776.0,68155.2,0,5
50.0,Noelia García,8.0,Sucursal Calle 80,5,340704.0,68140.8,0,5
4.0,Noelia Rodríguez,9.0,Sucursal Occidente,5,336503.0,67300.6,0,5
76.0,Noelia Castaño,14.0,Sucursal Occidente,4,332520.0,83130.0,0,4
11.0,María González,5.0,Sucursal Calle 80,5,331671.0,66334.2,0,5
60.0,Inés Castaño,2.0,Sucursal Autopista,4,330572.0,82643.0,0,4
28.0,Inés Niñez,19.0,Sucursal Centro,5,329554.0,65910.8,0,5
48.0,Verónica España,20.0,Sucursal Sur,6,328550.0,54758.333333333336,0,6
47.0,Jesús Domínguez,8.0,Sucursal Sur,4,328069.0,82017.25,0,4
71.0,José Muñoz,14.0,Sucursal Centro,4,327288.0,81822.0,0,4
18.0,María Rodríguez,19.0,Sucursal Calle 80,4,326749.0,81687.25,0,4
19.0,Benjamín Fernández,19.0,Sucursal Oriente,4,326444.0,81611.0,0,4
11.0,María González,5.0,Sucursal Centro,4,325980.0,81495.0,0,4
70.0,Andrés Muñoz,9.0,Sucursal Centro,4,324256.0,81064.0,0,4
20.0,Raúl González,7.0,Sucursal Calle 80,5,322911.0,64582.2,0,5
22.0,Julián Castaño,11.0,Sucursal Centro,4,321255.0,80313.75,0,4
55.0,Ángela López,5.0,Sucursal Occidente,4,319942.0,79985.5,0,4
62.0,Andrés Castaño,10.0,Sucursal Sur,3,319227.0,106409.0,0,3
74.0,Verónica González,9.0,Sucursal Occidente,4,317955.0,79488.75,0,4
29.0,María Muñoz,16.0,Sucursal Centro,4,316142.0,79035.5,0,4
33.0,Andrés García,0.0,Sucursal Oriente,4,315607.0,78901.75,0,4
34.0,Sofía Muñoz,14.0,Sucursal Autopista,4,314336.0,78584.0,0,4
37.0,Julián Rodríguez,7.0,Sucursal Norte,4,313135.0,78283.75,0,4
33.0,Andrés García,0.0,Sucursal Centro,4,312613.0,78153.25,0,4
29.0,María Muñoz,16.0,Sucursal Sur,5,308533.0,61706.6,0,5
55.0,Ángela López,5.0,Sucursal Oriente,3,307250.0,102416.66666666667,0,3
8.0,Verónica Domínguez,10.0,Sucursal Autopista,4,305668.0,76417.0,0,4
78.0,María García,8.0,Sucursal Autopista,5,305005.0,61001.0,0,5
3.0,Estefanía Peña,19.0,Sucursal Autopista,5,304556.0,60911.2,0,5
78.0,María García,8.0,Sucursal Sur,3,304157.0,101385.66666666667,0,3
57.0,Raúl Pérez,3.0,Sucursal Occidente,4,303931.0,75982.75,0,4
24.0,Álvaro Álvarez,5.0,Sucursal Centro,4,300719.0,75179.75,0,4
55.0,Ángela López,5.0,Sucursal Sur,4,297975.0,74493.75,0,4
74.0,Verónica González,9.0,Sucursal Sur,4,296926.0,74231.5,0,4
55.0,Ángela López,5.0,Sucursal Autopista,4,296528.0,74132.0,0,4
17.0,Jesús Sánchez,3.0,Sucursal Autopista,3,296342.0,98780.66666666667,0,3
47.0,Jesús Domínguez,8.0,Sucursal Centro,4,296053.0,74013.25,0,4
2.0,Álvaro Niñez,13.0,Sucursal Calle 80,5,295039.0,59007.8,0,5
35.0,Bárbara Rodríguez,19.0,Sucursal Autopista,5,293857.0,58771.4,0,5
31.0,Patricio España,4.0,Sucursal Calle 80,5,293273.0,58654.6,0,5
60.0,Inés Castaño,2.0,Sucursal Occidente,4,293177.0,73294.25,0,4
28.0,Inés Niñez,19.0,Sucursal Calle 80,4,291863.0,72965.75,0,4
80.0,Estefanía Peña,2.0,Sucursal Occidente,5,291732.0,58346.4,0,5
34.0,Sofía Muñoz,14.0,Sucursal Norte,4,290562.0,72640.5,0,4
59.0,Patricio Sánchez,17.0,Sucursal El Poblado,4,288993.0,72248.25,0,4
3.0,Estefanía Peña,19.0,Sucursal Occidente,4,288790.0,72197.5,0,3
5.0,Gabriela García,5.0,Sucursal Calle 80,4,288341.0,72085.25,0,4
33.0,Andrés García,0.0,Sucursal Autopista,5,287999.0,57599.8,0,5
71.0,José Muñoz,14.0,Sucursal Autopista,4,287761.0,71940.25,0,4
38.0,Julián González,2.0,Sucursal Sur,4,287749.0,71937.25,0,4
24.0,Álvaro Álvarez,5.0,Sucursal Carrera 7,3,285526.0,95175.33333333333,0,3
4.0,Noelia Rodríguez,9.0,Sucursal Sur,4,285325.0,71331.25,0,4
70.0,Andrés Muñoz,9.0,Sucursal Occidente,4,284852.0,71213.0,0,4
48.0,Verónica España,20.0,Sucursal Autopista,5,284552.0,56910.4,0,5
9.0,Julián García,9.0,Sucursal Sur,5,284407.0,56881.4,0,5
35.0,Bárbara Rodríguez,19.0,Sucursal Calle 80,3,284050.0,94683.33333333333,0,3
29.0,María Muñoz,16.0,Sucursal Calle 80,4,283332.0,70833.0,0,4
31.0,Patricio España,4.0,Sucursal Norte,4,282331.0,70582.75,0,4
52.0,Julián Álvarez,7.0,Sucursal Norte,3,280753.0,93584.33333333333,0,3
51.0,Patricio Muñoz,7.0,Sucursal Calle 80,4,277973.0,69493.25,0,4
11.0,María González,5.0,Sucursal Sur,4,277313.0,69328.25,0,4
16.0,Noelia Niñez,16.0,Sucursal Centro,3,276539.0,92179.66666666667,0,3
57.0,Raúl Pérez,3.0,Sucursal Centro,4,275292.0,68823.0,0,4
59.0,Patricio Sánchez,17.0,Sucursal Autopista,3,274430.0,91476.66666666667,0,3
32.0,Bárbara Rodríguez,1.0,Sucursal Centro,3,274229.0,91409.66666666667,0,3
62.0,Andrés Castaño,10.0,Sucursal Autopista,4,273107.0,68276.75,0,4
7.0,Mónica Rodríguez,4.0,Sucursal Sur,5,272523.0,54504.6,0,5
3.0,Estefanía Peña,19.0,Sucursal Norte,3,272350.0,90783.33333333333,0,3
25.0,Ángela Rodríguez,13.0,Sucursal Calle 80,3,271617.0,90539.0,0,3
9.0,Julián García,9.0,Sucursal El Poblado,4,269871.0,67467.75,0,4
54.0,Noelia Peña,18.0,Sucursal Sur,4,267114.0,66778.5,0,4
73.0,Noelia Domínguez,16.0,Sucursal Centro,5,267019.0,53403.8,0,5
1.0,Julián López,6.0,Sucursal Oriente,4,266639.0,66659.75,0,4
9.0,Julián García,9.0,Sucursal Oriente,3,265909.0,88636.33333333333,0,3
45.0,Patricio Niñez,13.0,Sucursal Norte,3,265111.0,88370.33333333333,0,3
43.0,Mónica Castaño,2.0,Sucursal Oriente,4,264093.0,66023.25,0,4
47.0,Jesús Domínguez,8.0,Sucursal Autopista,5,264068.0,52813.6,0,5
19.0,Benjamín Fernández,19.0,Sucursal Centro,3,263381.0,87793.66666666667,0,3
80.0,Estefanía Peña,2.0,Sucursal Autopista,4,263050.0,65762.5,0,4
79.0,Benjamín Peña,10.0,Sucursal Calle 80,4,262810.0,65702.5,0,4
9.0,Julián García,9.0,Sucursal Occidente,4,262681.0,65670.25,0,4
60.0,Inés Castaño,2.0,Sucursal Centro,4,262585.0,65646.25,0,4
38.0,Julián González,2.0,Sucursal Centro,3,262401.0,87467.0,0,3
79.0,Benjamín Peña,10.0,Sucursal Carrera 7,3,261916.0,87305.33333333333,0,3
5.0,Gabriela García,5.0,Sucursal Occidente,3,261768.0,87256.0,0,3
23.0,Julián López,15.0,Sucursal Centro,3,260532.0,86844.0,0,3
70.0,Andrés Muñoz,9.0,Sucursal El Poblado,3,260042.0,86680.66666666667,0,3
5.0,Gabriela García,5.0,Sucursal Autopista,3,259882.0,86627.33333333333,0,3
52.0,Julián Álvarez,7.0,Sucursal Oriente,3,259298.0,86432.66666666667,0,3
13.0,Bárbara Martínez,18.0,Sucursal Carrera 7,4,259176.0,64794.0,0,4
50.0,Noelia García,8.0,Sucursal Autopista,4,259151.0,64787.75,0,4
58.0,Estefanía Rodríguez,16.0,Sucursal Carrera 7,3,259144.0,86381.33333333333,0,3
33.0,Andrés García,0.0,Sucursal Calle 80,4,258612.0,64653.0,0,4
13.0,Bárbara Martínez,18.0,Sucursal Centro,4,258125.0,64531.25,0,4
10.0,Inés Rodríguez,9.0,Sucursal Calle 80,4,257993.0,64498.25,0,4
8.0,Verónica Domínguez,10.0,Sucursal Carrera 7,4,257035.0,64258.75,0,4
42.0,Inés Peña,12.0,Sucursal Centro,4,257021.0,64255.25,0,4
58.0,Estefanía Rodríguez,16.0,Sucursal Centro,4,255911.0,63977.75,0,4
3.0,Estefanía Peña,19.0,Sucursal Calle 80,4,255581.0,63895.25,0,4
3.0,Estefanía Peña,19.0,Sucursal Carrera 7,4,254031.0,63507.75,0,4
56.0,Benjamín Pérez,0.0,Sucursal Occidente,3,253727.0,84575.66666666667,0,3
6.0,María Domínguez,9.0,Sucursal Oriente,5,253499.0,50699.8,0,5
18.0,María Rodríguez,19.0,Sucursal Occidente,3,253223.0,84407.66666666667,0,3
34.0,Sofía Muñoz,14.0,Sucursal Sur,4,253070.0,63267.5,0,4
21.0,Jesús Domínguez,4.0,Sucursal Autopista,4,252825.0,63206.25,0,4
1.0,Julián López,6.0,Sucursal Carrera 7,4,251881.0,62970.25,0,4
28.0,Inés Niñez,19.0,Sucursal Occidente,3,251595.0,83865.0,0,3
69.0,José España,12.0,Sucursal Autopista,3,251087.0,83695.66666666667,0,3
48.0,Verónica España,20.0,Sucursal Oriente,3,250332.0,83444.0,0,3
36.0,Julián González,18.0,Sucursal Occidente,3,249279.0,83093.0,0,3
23.0,Julián López,15.0,Sucursal Sur,3,249121.0,83040.33333333333,0,3
44.0,Mónica Peña,15.0,Sucursal Carrera 7,3,248054.0,82684.66666666667,0,3
5.0,Gabriela García,5.0,Sucursal El Poblado,3,247836.0,82612.0,0,3
15.0,Julián Rodríguez,4.0,Sucursal El Poblado,3,247469.0,82489.66666666667,0,3
45.0,Patricio Niñez,13.0,Sucursal Autopista,4,247448.0,61862.0,0,4
51.0,Patricio Muñoz,7.0,Sucursal El Poblado,4,247390.0,61847.5,0,4
24.0,Álvaro Álvarez,5.0,Sucursal El Poblado,4,245448.0,61362.0,0,4
64.0,Julián Martínez,3.0,Sucursal Norte,4,245122.0,61280.5,0,4
1.0,Julián López,6.0,Sucursal Sur,4,244313.0,61078.25,0,4
60.0,Inés Castaño,2.0,Sucursal Oriente,3,243579.0,81193.0,0,3
72.0,Estefanía Peña,4.0,Sucursal Sur,5,242140.0,48428.0,0,5
5.0,Gabriela García,5.0,Sucursal Oriente,3,241364.0,80454.66666666667,0,3
30.0,Raúl García,1.0,Sucursal Centro,3,238590.0,79530.0,0,3
36.0,Julián González,18.0,Sucursal Centro,4,238566.0,59641.5,0,4
55.0,Ángela López,5.0,Sucursal Calle 80,4,238181.0,59545.25,0,4
68.0,Mónica Domínguez,0.0,Sucursal Autopista,3,237869.0,79289.66666666667,0,3
59.0,Patricio Sánchez,17.0,Sucursal Centro,3,237303.0,79101.0,0,3
37.0,Julián Rodríguez,7.0,Sucursal Centro,4,237225.0,59306.25,0,4
36.0,Julián González,18.0,Sucursal Calle 80,5,237099.0,47419.8,0,5
16.0,Noelia Niñez,16.0,Sucursal El Poblado,2,236276.0,118138.0,0,2
66.0,Estefanía García,13.0,Sucursal Occidente,4,235255.0,58813.75,0,4
48.0,Verónica España,20.0,Sucursal Occidente,3,234747.0,78249.0,0,3
66.0,Estefanía García,13.0,Sucursal Autopista,4,234452.0,58613.0,0,4
24.0,Álvaro Álvarez,5.0,Sucursal Occidente,3,234448.0,78149.33333333333,0,3
7.0,Mónica Rodríguez,4.0,Sucursal Occidente,3,234401.0,78133.66666666667,0,3
48.0,Verónica España,20.0,Sucursal Calle 80,3,233570.0,77856.66666666667,0,3
18.0,María Rodríguez,19.0,Sucursal El Poblado,4,233512.0,58378.0,0,4
41.0,Bárbara Fernández,8.0,Sucursal Norte,3,233372.0,77790.66666666667,0,3
32.0,Bárbara Rodríguez,1.0,Sucursal Autopista,3,233062.0,77687.33333333333,0,3
71.0,José Muñoz,14.0,Sucursal Occidente,4,232139.0,58034.75,0,4
23.0,Julián López,15.0,Sucursal Carrera 7,3,231326.0,77108.66666666667,0,3
14.0,Mónica Álvarez,4.0,Sucursal El Poblado,2,230312.0,115156.0,0,2
43.0,Mónica Castaño,2.0,Sucursal Occidente,3,228561.0,76187.0,0,3
17.0,Jesús Sánchez,3.0,Sucursal Centro,3,228125.0,76041.66666666667,0,3
6.0,María Domínguez,9.0,Sucursal Calle 80,3,227621.0,75873.66666666667,0,3
29.0,María Muñoz,16.0,Sucursal Norte,3,227226.0,75742.0,0,3
27.0,Gabriela Peña,18.0,Sucursal Norte,3,225450.0,75150.0,0,3
39.0,Sofía Pérez,13.0,Sucursal Calle 80,3,224817.0,74939.0,0,3
19.0,Benjamín Fernández,19.0,Sucursal Norte,2,224298.0,112149.0,0,2
16.0,Noelia Niñez,16.0,Sucursal Autopista,5,222682.0,44536.4,0,5
79.0,Benjamín Peña,10.0,Sucursal El Poblado,2,222553.0,111276.5,0,2
79.0,Benjamín Peña,10.0,Sucursal Oriente,2,221922.0,110961.0,0,2
5.0,Gabriela García,5.0,Sucursal Norte,3,221165.0,73721.66666666667,0,3
78.0,María García,8.0,Sucursal Calle 80,3,220991.0,73663.66666666667,0,3
67.0,Sofía Niñez,12.0,Sucursal Autopista,3,220157.0,73385.66666666667,0,3
16.0,Noelia Niñez,16.0,Sucursal Calle 80,2,220022.0,110011.0,0,2
58.0,Estefanía Rodríguez,16.0,Sucursal Autopista,2,219822.0,109911.0,0,2
52.0,Julián Álvarez,7.0,Sucursal Carrera 7,3,219530.0,73176.66666666667,0,3
28.0,Inés Niñez,19.0,Sucursal Oriente,2,218733.0,109366.5,0,2
61.0,Bárbara Fernández,4.0,Sucursal Calle 80,2,217637.0,108818.5,0,2
72.0,Estefanía Peña,4.0,Sucursal Autopista,3,217387.0,72462.33333333333,0,3
76.0,Noelia Castaño,14.0,Sucursal Centro,3,216937.0,72312.33333333333,0,3
7.0,Mónica Rodríguez,4.0,Sucursal Calle 80,3,216490.0,72163.33333333333,0,3
46.0,Gabriela López,20.0,Sucursal Carrera 7,3,215683.0,71894.33333333333,0,3
8.0,Verónica Domínguez,10.0,Sucursal Centro,3,215556.0,71852.0,0,3
43.0,Mónica Castaño,2.0,Sucursal Autopista,3,215138.0,71712.66666666667,0,3
27.0,Gabriela Peña,18.0,Sucursal Calle 80,3,214440.0,71480.0,0,3
26.0,Verónica López,4.0,Sucursal Calle 80,3,213874.0,71291.33333333333,0,3
17.0,Jesús Sánchez,3.0,Sucursal Norte,4,213458.0,53364.5,0,4
49.0,Julián Castaño,12.0,Sucursal Carrera 7,4,213157.0,53289.25,0,4
29.0,María Muñoz,16.0,Sucursal Occidente,3,212249.0,70749.66666666667,0,3
37.0,Julián Rodríguez,7.0,Sucursal Autopista,3,210648.0,70216.0,0,3
25.0,Ángela Rodríguez,13.0,Sucursal Oriente,3,209809.0,69936.33333333333,0,3
53.0,Noelia López,12.0,Sucursal Calle 80,4,209600.0,52400.0,0,4
25.0,Ángela Rodríguez,13.0,Sucursal Centro,2,208529.0,104264.5,0,2
36.0,Julián González,18.0,Sucursal El Poblado,3,208493.0,69497.66666666667,0,3
71.0,José Muñoz,14.0,Sucursal Carrera 7,2,207849.0,103924.5,0,2
44.0,Mónica Peña,15.0,Sucursal Calle 80,3,207140.0,69046.66666666667,0,3
65.0,Álvaro Domínguez,2.0,Sucursal Occidente,2,207125.0,103562.5,0,2
46.0,Gabriela López,20.0,Sucursal Oriente,2,203878.0,101939.0,0,2
64.0,Julián Martínez,3.0,Sucursal Oriente,4,203560.0,50890.0,0,4
61.0,Bárbara Fernández,4.0,Sucursal Carrera 7,3,203129.0,67709.66666666667,0,3
40.0,Jesús Domínguez,6.0,Sucursal Centro,2,202029.0,101014.5,0,2
27.0,Gabriela Peña,18.0,Sucursal Centro,3,201822.0,67274.0,0,3
71.0,José Muñoz,14.0,Sucursal Calle 80,3,201155.0,67051.66666666667,0,3
40.0,Jesús Domínguez,6.0,Sucursal Occidente,2,200977.0,100488.5,0,2
70.0,Andrés Muñoz,9.0,Sucursal Norte,3,200731.0,66910.33333333333,0,3
13.0,Bárbara Martínez,18.0,Sucursal El Poblado,3,200441.0,66813.66666666667,0,3
25.0,Ángela Rodríguez,13.0,Sucursal Occidente,2,200293.0,100146.5,0,2
61.0,Bárbara Fernández,4.0,Sucursal Autopista,4,199396.0,49849.0,0,4
35.0,Bárbara Rodríguez,19.0,Sucursal Centro,4,198257.0,49564.25,0,4
80.0,Estefanía Peña,2.0,Sucursal Norte,3,197126.0,65708.66666666667,0,2
68.0,Mónica Domínguez,0.0,Sucursal Oriente,3,194875.0,64958.333333333336,0,3
73.0,Noelia Domínguez,16.0,Sucursal Occidente,3,194808.0,64936.0,0,3
29.0,María Muñoz,16.0,Sucursal Oriente,2,194666.0,97333.0,0,2
72.0,Estefanía Peña,4.0,Sucursal Centro,3,192109.0,64036.333333333336,0,3
4.0,Noelia Rodríguez,9.0,Sucursal El Poblado,3,192022.0,64007.333333333336,0,3
