id_cliente,nombre,edad,genero,tipo_cliente,email,id_ciudad
86.0,Andrés Sánchez,56,M,nuevo,cliente86@yahoo.es,5.0
36.0,Pedro Martínez,24,M,recurrente,cliente36@gmail.com,4.0
220.0,Pedro Pérez,55,M,recurrente,cliente220@gmail.com,4.0
336.0,Juan Ramírez,46,M,nuevo,cliente336@gmail.com,5.0
493.0,Valentina García,48,M,recurrente,cliente493@hotmail.com,8.0
216.0,Andrés Pérez,68,F,nuevo,cliente216@hotmail.com,8.0
11.0,Laura López,54,M,nuevo,cliente11@yahoo.es,7.0
161.0,Luis Sánchez,35,F,recurrente,cliente161@hotmail.com,6.0
384.0,Laura Ramírez,52,F,recurrente,cliente384@gmail.com,7.0
408.0,María Sánchez,53,F,recurrente,cliente408@hotmail.com,1.0
327.0,Luis Ramírez,30,M,recurrente,cliente327@gmail.com,8.0
191.0,Carlos Pérez,23,F,recurrente,cliente191@gmail.com,8.0
107.0,Luis Pérez,28,M,recurrente,cliente107@yahoo.es,8.0
5.0,Valentina Martínez,41,M,recurrente,cliente5@gmail.com,1.0
69.0,Sofía Ramírez,53,M,nuevo,cliente69@yahoo.es,5.0
195.0,Valentina Pérez,67,M,nuevo,cliente195@gmail.com,3.0
481.0,Carlos González,51,M,recurrente,cliente481@yahoo.es,7.0
18.0,Andrés Martínez,37,M,nuevo,cliente18@hotmail.com,5.0
112.0,Sofía Martínez,49,M,recurrente,cliente112@gmail.com,2.0
388.0,Carlos López,57,F,nuevo,cliente388@hotmail.com,2.0
270.0,Juan García,36,F,recurrente,cliente270@yahoo.es,1.0
257.0,Carlos López,51,M,nuevo,cliente257@hotmail.com,8.0
286.0,Laura Martínez,64,M,nuevo,cliente286@hotmail.com,2.0
241.0,Pedro Ramírez,48,F,nuevo,cliente241@gmail.com,6.0
312.0,Pedro García,51,M,recurrente,cliente312@hotmail.com,7.0
463.0,Sofía Rodríguez,64,M,recurrente,cliente463@gmail.com,3.0
3.0,María Ramírez,47,F,nuevo,cliente3@hotmail.com,8.0
353.0,Pedro Pérez,34,M,recurrente,cliente353@yahoo.es,999.0
287.0,María González,34,M,nuevo,cliente287@hotmail.com,4.0
457.0,Andrés Pérez,47,F,recurrente,cliente457@yahoo.es,
398.0,Ana Martínez,31,M,nuevo,cliente398@hotmail.com,6.0
226.0,Juan Martínez,35,M,recurrente,cliente226@gmail.com,2.0
55.0,Ana Sánchez,43,F,nuevo,cliente55@yahoo.es,7.0
74.0,Pedro Martínez,62,M,recurrente,cliente74@hotmail.com,5.0
406.0,Pedro Sánchez,33,M,recurrente,cliente406@gmail.com,5.0
41.0,Sofía Rodríguez,61,M,nuevo,cliente41@yahoo.es,2.0
297.0,Luis García,36,F,nuevo,cliente297@gmail.com,3.0
442.0,Ana Martínez,56,F,recurrente,cliente442@hotmail.com,1.0
200.0,Juan Sánchez,18,M,recurrente,cliente200@hotmail.com,8.0
100.0,Laura García,61,M,nuevo,cliente100@gmail.com,6.0
337.0,Juan González,36,F,nuevo,cliente337@yahoo.es,3.0
202.0,Ana Martínez,52,F,recurrente,cliente202@gmail.com,3.0
264.0,Pedro Sánchez,64,M,recurrente,cliente264@yahoo.es,8.0
339.0,Pedro Rodríguez,58,M,recurrente,cliente339@hotmail.com,4.0
22.0,Ana López,69,M,nuevo,cliente22@hotmail.com,7.0
172.0,Luis Martínez,66,F,nuevo,cliente172@gmail.com,2.0
414.0,María Martínez,58,M,nuevo,cliente414@yahoo.es,8.0
277.0,María González,21,F,recurrente,cliente277@gmail.com,4.0
421.0,Sofía López,23,M,recurrente,cliente421@gmail.com,2.0
405.0,Carlos Rodríguez,42,M,recurrente,cliente405@yahoo.es,6.0
490.0,Andrés González,29,F,nuevo,cliente490@yahoo.es,3.0
13.0,Juan Ramírez,38,F,recurrente,cliente13@gmail.com,7.0
183.0,Carlos López,55,M,recurrente,cliente183@gmail.com,2.0
229.0,Sofía Sánchez,69,F,nuevo,cliente229@hotmail.com,2.0
364.0,Juan Sánchez,36,M,nuevo,cliente364@hotmail.com,3.0
158.0,Juan Rodríguez,45,M,nuevo,cliente158@gmail.com,3.0
462.0,Laura García,23,F,nuevo,cliente462@yahoo.es,4.0
377.0,María Sánchez,36,F,recurrente,cliente377@gmail.com,5.0
207.0,Pedro Ramírez,35,M,nuevo,cliente207@yahoo.es,2.0
14.0,Valentina Pérez,27,M,recurrente,cliente14@yahoo.es,3.0
193.0,Carlos García,29,M,recurrente,cliente193@yahoo.es,8.0
87.0,Carlos Ramírez,60,F,recurrente,cliente87@yahoo.es,1.0
155.0,Andrés Pérez,30,F,recurrente,cliente155@hotmail.com,5.0
383.0,Pedro Pérez,22,F,recurrente,cliente383@hotmail.com,5.0
15.0,Andrés Martínez,59,M,recurrente,cliente15@yahoo.es,5.0
484.0,Carlos López,23,F,nuevo,cliente484@gmail.com,4.0
401.0,Sofía Sánchez,26,F,recurrente,cliente401@gmail.com,5.0
85.0,Juan Ramírez,21,F,recurrente,cliente85@gmail.com,6.0
445.0,Juan González,54,M,nuevo,cliente445@gmail.com,5.0
42.0,Sofía Ramírez,58,M,recurrente,cliente42@yahoo.es,999.0
46.0,Juan Sánchez,67,F,nuevo,cliente46@hotmail.com,1.0
223.0,Carlos Pérez,47,F,nuevo,cliente223@yahoo.es,7.0
212.0,Valentina González,40,M,recurrente,cliente212@yahoo.es,2.0
310.0,Pedro García,18,F,nuevo,cliente310@gmail.com,5.0
323.0,Sofía González,20,F,recurrente,,7.0
224.0,Luis López,48,M,nuevo,cliente224@hotmail.com,1.0
252.0,Sofía González,33,F,recurrente,cliente252@yahoo.es,2.0
435.0,Pedro García,33,F,recurrente,cliente435@hotmail.com,4.0
16.0,Juan García,63,M,recurrente,cliente16@gmail.com,8.0
461.0,Sofía López,52,M,recurrente,cliente461@yahoo.es,3.0
267.0,Laura López,70,M,nuevo,cliente267@hotmail.com,4.0
157.0,Luis González,49,M,nuevo,cliente157@gmail.com,6.0
173.0,Valentina Martínez,66,F,recurrente,cliente173@yahoo.es,7.0
403.0,Valentina Sánchez,46,M,recurrente,,3.0
165.0,Sofía Pérez,19,F,nuevo,cliente165@yahoo.es,6.0
308.0,Juan García,25,F,recurrente,cliente308@hotmail.com,6.0
433.0,Ana Ramírez,49,M,recurrente,cliente433@yahoo.es,7.0
356.0,Carlos Ramírez,21,M,nuevo,cliente356@yahoo.es,2.0
99.0,Carlos Rodríguez,55,F,nuevo,cliente99@yahoo.es,2.0
215.0,Ana Ramírez,68,M,nuevo,cliente215@hotmail.com,6.0
227.0,María González,59,M,recurrente,,
338.0,Carlos Pérez,51,M,recurrente,cliente338@gmail.com,2.0
235.0,Valentina Rodríguez,43,M,nuevo,cliente235@gmail.com,7.0
38.0,Laura Sánchez,30,F,recurrente,cliente38@gmail.com,8.0
89.0,Laura García,42,F,recurrente,cliente89@hotmail.com,1.0
373.0,Pedro Ramírez,37,F,recurrente,,3.0
358.0,Valentina Ramírez,61,F,recurrente,cliente358@hotmail.com,3.0
454.0,Pedro Rodríguez,24,M,recurrente,cliente454@hotmail.com,7.0
486.0,Valentina López,29,F,recurrente,cliente486@gmail.com,2.0
179.0,Ana Sánchez,36,M,recurrente,cliente179@gmail.com,7.0
175.0,Valentina Pérez,26,M,nuevo,cliente175@hotmail.com,4.0
234.0,Valentina González,27,M,recurrente,cliente234@yahoo.es,3.0
248.0,María López,69,F,nuevo,cliente248@yahoo.es,5.0
49.0,Sofía Sánchez,37,M,recurrente,cliente49@gmail.com,3.0
24.0,Juan Ramírez,62,M,recurrente,cliente24@yahoo.es,5.0
134.0,Pedro Ramírez,23,M,nuevo,cliente134@yahoo.es,7.0
351.0,Laura Rodríguez,41,M,nuevo,cliente351@hotmail.com,7.0
163.0,Laura Sánchez,48,M,nuevo,cliente163@gmail.com,7.0
440.0,Luis Ramírez,36,M,recurrente,cliente440@gmail.com,2.0
7.0,Carlos Pérez,45,M,nuevo,cliente7@yahoo.es,4.0
156.0,Laura González,40,F,recurrente,cliente156@gmail.com,2.0
243.0,Carlos Martínez,30,F,nuevo,cliente243@yahoo.es,4.0
328.0,Juan González,68,M,recurrente,cliente328@yahoo.es,3.0
423.0,Carlos Rodríguez,52,M,recurrente,cliente423@gmail.com,
77.0,Juan Sánchez,46,F,recurrente,cliente77@gmail.com,3.0
276.0,Pedro Rodríguez,55,F,nuevo,cliente276@yahoo.es,8.0
125.0,Carlos Martínez,25,F,nuevo,cliente125@hotmail.com,4.0
271.0,Pedro Pérez,46,M,recurrente,cliente271@hotmail.com,5.0
439.0,Pedro López,31,M,nuevo,cliente439@yahoo.es,7.0
92.0,Luis Ramírez,34,F,nuevo,,8.0
449.0,María García,27,M,nuevo,cliente449@hotmail.com,1.0
394.0,Pedro Pérez,22,M,nuevo,cliente394@hotmail.com,7.0
466.0,Carlos García,27,M,nuevo,cliente466@yahoo.es,7.0
65.0,Luis Martínez,38,F,recurrente,cliente65@gmail.com,2.0
321.0,Pedro Sánchez,38,F,nuevo,cliente321@gmail.com,2.0
79.0,Ana López,19,M,recurrente,cliente79@gmail.com,4.0
144.0,Valentina González,28,F,nuevo,cliente144@yahoo.es,7.0
450.0,Carlos Rodríguez,29,M,recurrente,cliente450@hotmail.com,6.0
122.0,Carlos García,47,M,recurrente,cliente122@gmail.com,1.0
153.0,Ana Pérez,57,M,recurrente,cliente153@gmail.com,8.0
318.0,Pedro López,22,M,nuevo,cliente318@hotmail.com,4.0
78.0,Andrés Pérez,21,F,recurrente,cliente78@hotmail.com,7.0
137.0,Andrés Rodríguez,35,F,nuevo,cliente137@yahoo.es,4.0
211.0,Laura Ramírez,19,F,nuevo,cliente211@yahoo.es,4.0
98.0,Valentina Rodríguez,45,F,recurrente,cliente98@yahoo.es,1.0
51.0,Valentina González,29,M,recurrente,cliente51@hotmail.com,5.0
237.0,Ana García,35,M,nuevo,,8.0
369.0,Valentina López,25,M,recurrente,cliente369@gmail.com,1.0
62.0,Valentina González,20,M,nuevo,cliente62@hotmail.com,7.0
390.0,Ana Martínez,64,F,nuevo,cliente390@hotmail.com,4.0
295.0,Pedro García,52,M,recurrente,cliente295@yahoo.es,4.0
278.0,Valentina Sánchez,20,M,recurrente,,5.0
285.0,Carlos Rodríguez,35,M,recurrente,cliente285@yahoo.es,4.0
488.0,Carlos Pérez,52,M,recurrente,cliente488@yahoo.es,5.0
209.0,Luis García,28,M,recurrente,cliente209@gmail.com,6.0
115.0,Andrés García,56,F,nuevo,cliente115@yahoo.es,7.0
259.0,Sofía López,46,F,recurrente,cliente259@gmail.com,2.0
460.0,Laura Sánchez,38,F,recurrente,cliente460@gmail.com,7.0
66.0,Valentina Sánchez,61,F,recurrente,cliente66@gmail.com,8.0
368.0,Luis Martínez,41,M,nuevo,,4.0
160.0,Andrés García,37,M,recurrente,cliente160@hotmail.com,6.0
366.0,María García,43,F,recurrente,cliente366@hotmail.com,2.0
376.0,Ana Sánchez,62,M,recurrente,cliente376@hotmail.com,2.0
140.0,Sofía Sánchez,20,M,recurrente,cliente140@hotmail.com,1.0
483.0,María Martínez,37,M,recurrente,cliente483@hotmail.com,4.0
352.0,Sofía Sánchez,47,F,nuevo,cliente352@gmail.com,7.0
265.0,Ana Pérez,61,M,recurrente,cliente265@yahoo.es,2.0
498.0,Juan Sánchez,52,F,nuevo,cliente498@yahoo.es,6.0
130.0,Luis García,52,M,recurrente,cliente130@gmail.com,7.0
67.0,Sofía Pérez,24,F,recurrente,cliente67@gmail.com,5.0
256.0,Pedro González,43,M,nuevo,cliente256@yahoo.es,4.0
499.0,María Sánchez,52,F,recurrente,cliente499@hotmail.com,5.0
325.0,María Sánchez,49,F,recurrente,cliente325@hotmail.com,6.0
468.0,María González,24,M,recurrente,cliente468@yahoo.es,4.0
292.0,Ana Ramírez,67,F,recurrente,cliente292@yahoo.es,1.0
317.0,Luis Rodríguez,22,F,recurrente,cliente317@gmail.com,999.0
290.0,Andrés Martínez,69,M,nuevo,,2.0
81.0,Juan Martínez,65,F,nuevo,cliente81@hotmail.com,7.0
194.0,Ana García,40,F,nuevo,cliente194@gmail.com,3.0
296.0,María Ramírez,57,M,recurrente,cliente296@yahoo.es,7.0
300.0,Luis López,51,M,recurrente,cliente300@gmail.com,3.0
418.0,Laura López,46,M,nuevo,cliente418@gmail.com,5.0
96.0,Luis Pérez,69,M,recurrente,cliente96@hotmail.com,7.0
500.0,Juan Pérez,54,F,nuevo,cliente500@hotmail.com,6.0
472.0,Andrés Sánchez,68,F,recurrente,cliente472@gmail.com,6.0
8.0,María Rodríguez,36,M,recurrente,cliente8@gmail.com,1.0
143.0,Sofía González,56,M,nuevo,,999.0
19.0,Sofía Sánchez,36,M,nuevo,cliente19@hotmail.com,2.0
154.0,Juan García,47,F,recurrente,cliente154@yahoo.es,
106.0,Luis Martínez,59,F,nuevo,cliente106@yahoo.es,7.0
21.0,Ana Pérez,53,M,recurrente,cliente21@gmail.com,5.0
251.0,Laura Rodríguez,42,F,nuevo,cliente251@yahoo.es,8.0
206.0,Pedro Martínez,53,M,recurrente,cliente206@gmail.com,1.0
382.0,Andrés Pérez,50,F,recurrente,cliente382@gmail.com,5.0
478.0,Valentina González,62,F,nuevo,cliente478@yahoo.es,4.0
246.0,Ana Rodríguez,18,M,nuevo,cliente246@yahoo.es,5.0
254.0,Pedro Rodríguez,56,M,recurrente,cliente254@gmail.com,7.0
176.0,María González,45,M,recurrente,cliente176@yahoo.es,7.0
199.0,Valentina Rodríguez,62,M,recurrente,cliente199@hotmail.com,1.0
315.0,María González,49,M,nuevo,cliente315@hotmail.com,7.0
302.0,Laura Rodríguez,62,F,recurrente,cliente302@hotmail.com,3.0
322.0,Sofía Sánchez,42,M,nuevo,cliente322@gmail.com,8.0
320.0,Pedro López,32,F,recurrente,cliente320@yahoo.es,5.0
436.0,Andrés González,31,F,nuevo,cliente436@hotmail.com,7.0
119.0,Carlos López,59,M,recurrente,cliente119@hotmail.com,7.0
438.0,Pedro Pérez,21,F,nuevo,cliente438@gmail.com,4.0
9.0,María Sánchez,67,F,recurrente,cliente9@hotmail.com,
340.0,Carlos Sánchez,43,F,recurrente,cliente340@gmail.com,2.0
299.0,Valentina García,70,F,nuevo,cliente299@gmail.com,2.0
324.0,Valentina Pérez,39,M,recurrente,cliente324@gmail.com,6.0
25.0,Andrés Sánchez,19,M,recurrente,cliente25@yahoo.es,2.0
429.0,Sofía Rodríguez,26,M,recurrente,cliente429@yahoo.es,1.0
494.0,Pedro Martínez,35,M,recurrente,cliente494@hotmail.com,3.0
64.0,Valentina Rodríguez,32,M,nuevo,,3.0
374.0,Andrés López,21,F,recurrente,cliente374@gmail.com,4.0
303.0,Juan Martínez,70,M,recurrente,cliente303@gmail.com,4.0
281.0,María López,31,M,nuevo,cliente281@gmail.com,8.0
357.0,Sofía López,68,F,nuevo,cliente357@hotmail.com,1.0
26.0,Andrés Rodríguez,39,M,nuevo,cliente26@yahoo.es,2.0
182.0,Valentina Pérez,63,M,recurrente,cliente182@hotmail.com,4.0
116.0,Andrés Ramírez,39,M,recurrente,cliente116@yahoo.es,4.0
482.0,Carlos Pérez,33,F,recurrente,cliente482@hotmail.com,1.0
230.0,Luis López,48,M,recurrente,cliente230@yahoo.es,4.0
412.0,Valentina Pérez,52,F,recurrente,cliente412@hotmail.com,3.0
453.0,Pedro Sánchez,64,M,recurrente,cliente453@hotmail.com,1.0
314.0,María Martínez,61,M,nuevo,,5.0
245.0,Laura Martínez,33,M,recurrente,cliente245@yahoo.es,1.0
458.0,Andrés Pérez,64,M,nuevo,cliente458@hotmail.com,5.0
354.0,Sofía Ramírez,64,M,recurrente,cliente354@yahoo.es,4.0
331.0,Juan Rodríguez,47,F,recurrente,cliente331@gmail.com,8.0
335.0,Valentina López,18,M,nuevo,,4.0
120.0,Pedro Martínez,31,M,recurrente,cliente120@yahoo.es,3.0
451.0,Valentina Ramírez,50,M,nuevo,cliente451@hotmail.com,6.0
479.0,Valentina González,68,F,recurrente,,3.0
23.0,Juan Ramírez,36,M,nuevo,cliente23@yahoo.es,8.0
305.0,Luis González,29,M,nuevo,cliente305@hotmail.com,5.0
218.0,Ana Martínez,21,F,nuevo,cliente218@yahoo.es,2.0
131.0,Laura López,20,F,nuevo,,999.0
426.0,Juan López,33,M,recurrente,cliente426@gmail.com,4.0
189.0,Pedro López,36,M,recurrente,cliente189@gmail.com,4.0
110.0,Sofía González,51,F,recurrente,,6.0
477.0,Valentina González,46,M,recurrente,cliente477@hotmail.com,3.0
148.0,Luis García,31,M,nuevo,cliente148@gmail.com,4.0
280.0,María Pérez,61,M,recurrente,cliente280@hotmail.com,6.0
58.0,Andrés Pérez,39,M,nuevo,cliente58@yahoo.es,7.0
298.0,Andrés González,39,M,nuevo,cliente298@gmail.com,8.0
37.0,Valentina Rodríguez,44,M,nuevo,cliente37@hotmail.com,1.0
263.0,Valentina Rodríguez,65,M,recurrente,cliente263@hotmail.com,1.0
487.0,Ana Rodríguez,63,M,nuevo,cliente487@yahoo.es,1.0
350.0,Ana González,29,M,nuevo,cliente350@hotmail.com,3.0
201.0,Valentina Martínez,54,F,nuevo,cliente201@gmail.com,3.0
205.0,Laura Sánchez,22,M,recurrente,cliente205@yahoo.es,4.0
346.0,Carlos Pérez,63,F,nuevo,cliente346@yahoo.es,7.0
68.0,Laura García,46,F,nuevo,cliente68@hotmail.com,5.0
447.0,Juan Pérez,56,M,nuevo,cliente447@yahoo.es,2.0
219.0,Valentina Pérez,44,F,nuevo,cliente219@hotmail.com,4.0
372.0,Valentina González,25,M,nuevo,cliente372@hotmail.com,3.0
367.0,Pedro Pérez,62,F,recurrente,cliente367@yahoo.es,3.0
455.0,Pedro Martínez,47,M,nuevo,cliente455@hotmail.com,1.0
127.0,Laura Pérez,28,F,recurrente,cliente127@yahoo.es,6.0
133.0,Luis González,48,F,recurrente,cliente133@hotmail.com,8.0
117.0,Laura Martínez,24,M,nuevo,cliente117@yahoo.es,1.0
385.0,Laura González,46,F,nuevo,cliente385@gmail.com,7.0
70.0,Sofía González,30,M,nuevo,cliente70@yahoo.es,8.0
35.0,Ana García,64,M,nuevo,cliente35@hotmail.com,3.0
12.0,Luis García,40,M,recurrente,cliente12@gmail.com,7.0
123.0,Ana Sánchez,21,M,nuevo,cliente123@gmail.com,8.0
52.0,Pedro Ramírez,64,M,nuevo,cliente52@yahoo.es,6.0
247.0,Carlos López,24,F,recurrente,cliente247@hotmail.com,4.0
76.0,Andrés González,20,F,nuevo,cliente76@hotmail.com,8.0
168.0,Luis García,38,F,recurrente,cliente168@yahoo.es,8.0
425.0,Pedro García,22,F,nuevo,cliente425@hotmail.com,2.0
